"","CpG","Beta","SE","P","FDR","Trait","threshold"
"5397","cg23998240",0.0051,0.0011,1.4e-06,2e-04,"smoking","P1E5"
"5398","cg16792613",-0.0082,0.0017,1.4e-06,2e-04,"smoking","P1E5"
"5399","cg02010196",0.0045,9e-04,1.4e-06,2e-04,"smoking","P1E5"
"5400","cg13389502",0.0076,0.0016,1.4e-06,2e-04,"smoking","P1E5"
"5401","cg11201256",-0.003,6e-04,1.4e-06,2e-04,"smoking","P1E5"
"5402","cg12593812",0.0016,3e-04,1.4e-06,2e-04,"smoking","P1E5"
"5403","cg21091547",-0.0164,0.0034,1.4e-06,2e-04,"smoking","P1E5"
"5404","cg26196496",-0.0048,0.001,1.4e-06,2e-04,"smoking","P1E5"
"5405","cg08620329",-0.0148,0.0031,1.4e-06,2e-04,"smoking","P1E5"
"5406","cg11554650",-0.0044,9e-04,1.4e-06,2e-04,"smoking","P1E5"
"5407","cg02812767",-0.0097,0.002,1.4e-06,2e-04,"smoking","P1E5"
"5408","cg07199524",-0.0026,5e-04,1.4e-06,2e-04,"smoking","P1E5"
"5409","cg19227031",-0.0125,0.0026,1.4e-06,2e-04,"smoking","P1E5"
"5410","cg23596233",0.0055,0.0011,1.4e-06,2e-04,"smoking","P1E5"
"5411","cg16521040",-0.0061,0.0013,1.5e-06,2e-04,"smoking","P1E5"
"5412","cg05895711",-0.0093,0.0019,1.5e-06,2e-04,"smoking","P1E5"
"5413","cg08521987",0.003,6e-04,1.5e-06,2e-04,"smoking","P1E5"
"5414","cg01553004",-0.0069,0.0014,1.5e-06,2e-04,"smoking","P1E5"
"5415","cg02835462",0.0068,0.0014,1.5e-06,2e-04,"smoking","P1E5"
"5416","cg09841774",0.0054,0.0011,1.5e-06,2e-04,"smoking","P1E5"
"5417","cg25845985",-0.0071,0.0015,1.5e-06,2e-04,"smoking","P1E5"
"5418","cg01930356",0.0023,5e-04,1.5e-06,2e-04,"smoking","P1E5"
"5419","cg10021364",-0.0056,0.0012,1.5e-06,2e-04,"smoking","P1E5"
"5420","cg06607384",-0.009,0.0019,1.5e-06,2e-04,"smoking","P1E5"
"5421","cg06335008",0.0046,0.001,1.5e-06,2e-04,"smoking","P1E5"
"5422","cg21631918",-0.0098,0.002,1.5e-06,2e-04,"smoking","P1E5"
"5423","cg08162476",-0.0054,0.0011,1.5e-06,2e-04,"smoking","P1E5"
"5424","cg05090966",-0.005,0.001,1.5e-06,2e-04,"smoking","P1E5"
"5425","cg00021275",0.0079,0.0016,1.5e-06,2e-04,"smoking","P1E5"
"5426","cg07081759",0.0095,0.002,1.5e-06,2e-04,"smoking","P1E5"
"5427","cg13956924",0.0054,0.0011,1.5e-06,2e-04,"smoking","P1E5"
"5428","cg08056629",-0.0061,0.0013,1.5e-06,2e-04,"smoking","P1E5"
"5429","cg12614529",-0.0053,0.0011,1.5e-06,2e-04,"smoking","P1E5"
"5430","cg06320277",0.0045,9e-04,1.5e-06,2e-04,"smoking","P1E5"
"5431","cg09690072",0.0093,0.0019,1.5e-06,2e-04,"smoking","P1E5"
"5432","cg12758082",0.0068,0.0014,1.5e-06,2e-04,"smoking","P1E5"
"5433","cg16704920",0.0043,9e-04,1.5e-06,2e-04,"smoking","P1E5"
"5434","cg22078805",-0.0202,0.0042,1.5e-06,2e-04,"smoking","P1E5"
"5435","cg22904296",0.0037,8e-04,1.5e-06,2e-04,"smoking","P1E5"
"5436","cg23067082",0.0028,6e-04,1.5e-06,2e-04,"smoking","P1E5"
"5437","cg24875484",0.0042,9e-04,1.5e-06,2e-04,"smoking","P1E5"
"5438","cg19873536",-0.016,0.0033,1.5e-06,2e-04,"smoking","P1E5"
"5439","cg18541581",-0.0038,8e-04,1.5e-06,2e-04,"smoking","P1E5"
"5440","cg26128192",-0.0041,9e-04,1.5e-06,2e-04,"smoking","P1E5"
"5441","cg05141432",0.0058,0.0012,1.5e-06,2e-04,"smoking","P1E5"
"5442","cg12579300",0.0028,6e-04,1.5e-06,2e-04,"smoking","P1E5"
"5443","cg21859019",0.0041,8e-04,1.5e-06,2e-04,"smoking","P1E5"
"5444","cg13680337",-0.0059,0.0012,1.5e-06,2e-04,"smoking","P1E5"
"5445","cg12430618",0.0027,6e-04,1.5e-06,2e-04,"smoking","P1E5"
"5446","cg01924448",-0.0035,7e-04,1.5e-06,2e-04,"smoking","P1E5"
"5447","cg08309251",-0.0065,0.0014,1.5e-06,2e-04,"smoking","P1E5"
"5448","cg14240790",-0.0058,0.0012,1.5e-06,2e-04,"smoking","P1E5"
"5449","cg06473363",-0.0113,0.0023,1.5e-06,2e-04,"smoking","P1E5"
"5450","cg23960707",-0.0075,0.0016,1.5e-06,2e-04,"smoking","P1E5"
"5451","cg05958351",-0.0057,0.0012,1.5e-06,2e-04,"smoking","P1E5"
"5452","cg22626858",0.0042,9e-04,1.6e-06,2e-04,"smoking","P1E5"
"5453","cg13089335",-0.0056,0.0012,1.6e-06,2e-04,"smoking","P1E5"
"5454","cg03646605",-0.0085,0.0018,1.6e-06,2e-04,"smoking","P1E5"
"5455","cg14845962",-0.0092,0.0019,1.6e-06,2e-04,"smoking","P1E5"
"5456","cg18376860",0.0091,0.0019,1.6e-06,2e-04,"smoking","P1E5"
"5457","cg20899625",-0.0082,0.0017,1.6e-06,2e-04,"smoking","P1E5"
"5458","cg00443094",-0.0039,8e-04,1.6e-06,2e-04,"smoking","P1E5"
"5459","cg17879376",-0.005,0.001,1.6e-06,2e-04,"smoking","P1E5"
"5460","cg24465943",0.0049,0.001,1.6e-06,2e-04,"smoking","P1E5"
"5461","cg18234547",-0.0033,7e-04,1.6e-06,2e-04,"smoking","P1E5"
"5462","cg26282236",0.0124,0.0026,1.6e-06,2e-04,"smoking","P1E5"
"5463","cg27141176",0.0067,0.0014,1.6e-06,2e-04,"smoking","P1E5"
"5464","cg02048220",0.0049,0.001,1.6e-06,2e-04,"smoking","P1E5"
"5465","cg11051055",-0.0089,0.0019,1.6e-06,2e-04,"smoking","P1E5"
"5466","cg01890712",-0.0107,0.0022,1.6e-06,2e-04,"smoking","P1E5"
"5467","cg02641801",0.0056,0.0012,1.6e-06,2e-04,"smoking","P1E5"
"5468","cg18790325",0.0041,9e-04,1.6e-06,2e-04,"smoking","P1E5"
"5469","cg17910470",0.0063,0.0013,1.6e-06,2e-04,"smoking","P1E5"
"5470","cg08001559",0.0066,0.0014,1.6e-06,2e-04,"smoking","P1E5"
"5471","cg24800754",0.007,0.0015,1.6e-06,2e-04,"smoking","P1E5"
"5472","cg01110839",0.0059,0.0012,1.6e-06,2e-04,"smoking","P1E5"
"5473","cg00509772",-0.0055,0.0011,1.6e-06,2e-04,"smoking","P1E5"
"5474","cg10251229",0.0079,0.0016,1.6e-06,2e-04,"smoking","P1E5"
"5475","cg11987455",0.0029,6e-04,1.6e-06,2e-04,"smoking","P1E5"
"5476","cg20062691",-0.0088,0.0018,1.6e-06,2e-04,"smoking","P1E5"
"5477","cg08220120",-0.0132,0.0028,1.6e-06,2e-04,"smoking","P1E5"
"5478","cg12349350",-0.0032,7e-04,1.6e-06,2e-04,"smoking","P1E5"
"5479","cg15090877",0.0036,8e-04,1.6e-06,2e-04,"smoking","P1E5"
"5480","cg09712464",0.0063,0.0013,1.6e-06,2e-04,"smoking","P1E5"
"5481","cg26628751",0.0086,0.0018,1.7e-06,2e-04,"smoking","P1E5"
"5482","cg14266248",0.0045,9e-04,1.7e-06,2e-04,"smoking","P1E5"
"5483","cg17163729",-0.0052,0.0011,1.7e-06,2e-04,"smoking","P1E5"
"5484","cg03521737",-0.0068,0.0014,1.7e-06,2e-04,"smoking","P1E5"
"5485","cg22719241",0.0091,0.0019,1.7e-06,2e-04,"smoking","P1E5"
"5486","cg04096767",0.0096,0.002,1.7e-06,2e-04,"smoking","P1E5"
"5487","cg17668731",0.0047,0.001,1.7e-06,2e-04,"smoking","P1E5"
"5488","cg13989528",-0.0064,0.0013,1.7e-06,2e-04,"smoking","P1E5"
"5489","cg08942527",0.0039,8e-04,1.7e-06,2e-04,"smoking","P1E5"
"5490","cg18541609",0.0024,5e-04,1.7e-06,2e-04,"smoking","P1E5"
"5491","cg02796545",0.0062,0.0013,1.7e-06,2e-04,"smoking","P1E5"
"5492","cg22497969",0.0085,0.0018,1.7e-06,2e-04,"smoking","P1E5"
"5493","cg20700731",-0.0075,0.0016,1.7e-06,2e-04,"smoking","P1E5"
"5494","cg18302606",-0.0113,0.0024,1.7e-06,2e-04,"smoking","P1E5"
"5495","cg25103895",-0.0123,0.0026,1.7e-06,2e-04,"smoking","P1E5"
"5496","cg15014975",-0.0094,0.002,1.7e-06,2e-04,"smoking","P1E5"
"5497","cg15333769",0.0033,7e-04,1.7e-06,2e-04,"smoking","P1E5"
"5498","cg24222995",0.0064,0.0013,1.7e-06,2e-04,"smoking","P1E5"
"5499","cg04914290",-0.004,8e-04,1.7e-06,2e-04,"smoking","P1E5"
"5500","cg10592478",-0.0096,0.002,1.7e-06,2e-04,"smoking","P1E5"
"5501","cg07141504",0.0064,0.0013,1.7e-06,2e-04,"smoking","P1E5"
"5502","cg15580355",0.0037,8e-04,1.7e-06,2e-04,"smoking","P1E5"
"5503","cg01919939",-0.014,0.0029,1.7e-06,2e-04,"smoking","P1E5"
"5504","cg08871545",0.0128,0.0027,1.7e-06,2e-04,"smoking","P1E5"
"5505","cg11054403",0.005,0.001,1.7e-06,2e-04,"smoking","P1E5"
"5506","cg06368859",-0.0063,0.0013,1.7e-06,2e-04,"smoking","P1E5"
"5507","cg22255288",0.0024,5e-04,1.7e-06,2e-04,"smoking","P1E5"
"5508","cg07435331",0.0064,0.0013,1.8e-06,2e-04,"smoking","P1E5"
"5509","cg03660710",-0.0041,9e-04,1.8e-06,2e-04,"smoking","P1E5"
"5510","cg21721340",-0.008,0.0017,1.8e-06,2e-04,"smoking","P1E5"
"5511","cg09757644",-0.0067,0.0014,1.8e-06,2e-04,"smoking","P1E5"
"5512","cg14389122",-0.0061,0.0013,1.8e-06,2e-04,"smoking","P1E5"
"5513","cg15335334",0.0038,8e-04,1.8e-06,2e-04,"smoking","P1E5"
"5514","cg21550024",-0.0108,0.0023,1.8e-06,2e-04,"smoking","P1E5"
"5515","cg07338658",-0.0062,0.0013,1.8e-06,2e-04,"smoking","P1E5"
"5516","cg00589617",-0.0172,0.0036,1.8e-06,2e-04,"smoking","P1E5"
"5517","cg08906246",0.0053,0.0011,1.8e-06,2e-04,"smoking","P1E5"
"5518","cg26501049",-0.0073,0.0015,1.8e-06,2e-04,"smoking","P1E5"
"5519","cg24730915",0.008,0.0017,1.8e-06,2e-04,"smoking","P1E5"
"5520","cg10535500",-0.0074,0.0016,1.8e-06,2e-04,"smoking","P1E5"
"5521","cg00569896",0.0213,0.0045,1.8e-06,2e-04,"smoking","P1E5"
"5522","cg12113740",-0.0033,7e-04,1.8e-06,2e-04,"smoking","P1E5"
"5523","cg06186155",-0.0037,8e-04,1.8e-06,2e-04,"smoking","P1E5"
"5524","cg01994290",-0.0065,0.0014,1.8e-06,2e-04,"smoking","P1E5"
"5525","cg06432655",0.0048,0.001,1.8e-06,2e-04,"smoking","P1E5"
"5526","cg02380840",-0.0054,0.0011,1.8e-06,2e-04,"smoking","P1E5"
"5527","cg11612905",0.0042,9e-04,1.8e-06,2e-04,"smoking","P1E5"
"5528","cg21226933",-0.0072,0.0015,1.8e-06,2e-04,"smoking","P1E5"
"5529","cg16749578",0.0049,0.001,1.8e-06,2e-04,"smoking","P1E5"
"5530","cg15939920",0.0075,0.0016,1.8e-06,2e-04,"smoking","P1E5"
"5531","cg12093976",0.0061,0.0013,1.8e-06,2e-04,"smoking","P1E5"
"5532","cg10615580",0.0054,0.0011,1.8e-06,2e-04,"smoking","P1E5"
"5533","cg02970525",0.0026,6e-04,1.8e-06,2e-04,"smoking","P1E5"
"5534","cg08198176",0.0046,0.001,1.8e-06,2e-04,"smoking","P1E5"
"5535","cg13384150",0.0038,8e-04,1.8e-06,2e-04,"smoking","P1E5"
"5536","cg06670599",-0.0103,0.0022,1.8e-06,2e-04,"smoking","P1E5"
"5537","cg12184221",0.0104,0.0022,1.8e-06,2e-04,"smoking","P1E5"
"5538","cg03018380",0.0036,8e-04,1.8e-06,2e-04,"smoking","P1E5"
"5539","cg25840433",-0.0045,9e-04,1.8e-06,2e-04,"smoking","P1E5"
"5540","cg22304262",-0.0099,0.0021,1.8e-06,2e-04,"smoking","P1E5"
"5541","cg19323289",-0.0051,0.0011,1.8e-06,2e-04,"smoking","P1E5"
"5542","cg14914532",-0.0068,0.0014,1.8e-06,2e-04,"smoking","P1E5"
"5543","cg22515589",0.0037,8e-04,1.8e-06,2e-04,"smoking","P1E5"
"5544","cg20359994",0.0053,0.0011,1.9e-06,2e-04,"smoking","P1E5"
"5545","cg20426710",-0.0129,0.0027,1.9e-06,2e-04,"smoking","P1E5"
"5546","cg23647410",-0.0054,0.0011,1.9e-06,2e-04,"smoking","P1E5"
"5547","cg20282814",-0.0065,0.0014,1.9e-06,2e-04,"smoking","P1E5"
"5548","cg20202438",0.0042,9e-04,1.9e-06,2e-04,"smoking","P1E5"
"5549","cg10909080",0.0054,0.0011,1.9e-06,2e-04,"smoking","P1E5"
"5550","cg26782451",-0.0028,6e-04,1.9e-06,2e-04,"smoking","P1E5"
"5551","cg01243823",-0.0115,0.0024,1.9e-06,2e-04,"smoking","P1E5"
"5552","cg06589051",-0.0095,0.002,1.9e-06,2e-04,"smoking","P1E5"
"5553","cg16671360",-0.0051,0.0011,1.9e-06,2e-04,"smoking","P1E5"
"5554","cg24581650",-0.0057,0.0012,1.9e-06,2e-04,"smoking","P1E5"
"5555","cg22777249",0.0058,0.0012,1.9e-06,2e-04,"smoking","P1E5"
"5556","cg14346873",0.0025,5e-04,1.9e-06,2e-04,"smoking","P1E5"
"5557","cg07673230",0.0086,0.0018,1.9e-06,2e-04,"smoking","P1E5"
"5558","cg03149128",-0.0084,0.0018,1.9e-06,2e-04,"smoking","P1E5"
"5559","cg05879734",0.0028,6e-04,1.9e-06,2e-04,"smoking","P1E5"
"5560","cg27016579",-0.0097,0.002,1.9e-06,2e-04,"smoking","P1E5"
"5561","cg03391776",-0.0024,5e-04,1.9e-06,2e-04,"smoking","P1E5"
"5562","cg01281718",0.0065,0.0014,1.9e-06,2e-04,"smoking","P1E5"
"5563","cg10974463",0.009,0.0019,1.9e-06,2e-04,"smoking","P1E5"
"5564","cg24349832",-0.0082,0.0017,1.9e-06,2e-04,"smoking","P1E5"
"5565","cg13660719",-0.005,0.001,1.9e-06,2e-04,"smoking","P1E5"
"5566","cg27064949",0.0134,0.0028,1.9e-06,2e-04,"smoking","P1E5"
"5567","cg08408971",-0.0037,8e-04,1.9e-06,2e-04,"smoking","P1E5"
"5568","cg04195000",0.0062,0.0013,1.9e-06,2e-04,"smoking","P1E5"
"5569","cg06957820",-0.0049,0.001,2e-06,2e-04,"smoking","P1E5"
"5570","cg25023291",-0.0089,0.0019,2e-06,2e-04,"smoking","P1E5"
"5571","cg02695343",0.0033,7e-04,2e-06,2e-04,"smoking","P1E5"
"5572","cg13948956",-0.0091,0.0019,2e-06,2e-04,"smoking","P1E5"
"5573","cg02473781",-0.005,0.0011,2e-06,2e-04,"smoking","P1E5"
"5574","cg09735851",-0.0078,0.0016,2e-06,2e-04,"smoking","P1E5"
"5575","cg12836863",0.0113,0.0024,2e-06,2e-04,"smoking","P1E5"
"5576","cg00291478",-0.0154,0.0032,2e-06,2e-04,"smoking","P1E5"
"5577","cg08782899",-0.0045,9e-04,2e-06,2e-04,"smoking","P1E5"
"5578","cg11412468",0.0094,0.002,2e-06,2e-04,"smoking","P1E5"
"5579","cg18439358",0.0016,3e-04,2e-06,2e-04,"smoking","P1E5"
"5580","cg18190866",-0.0035,7e-04,2e-06,2e-04,"smoking","P1E5"
"5581","cg09104284",-0.005,0.001,2e-06,2e-04,"smoking","P1E5"
"5582","cg07716052",0.0052,0.0011,2e-06,2e-04,"smoking","P1E5"
"5583","cg02805890",-0.0044,9e-04,2e-06,2e-04,"smoking","P1E5"
"5584","cg26775538",0.0082,0.0017,2e-06,2e-04,"smoking","P1E5"
"5585","cg16757384",-0.0065,0.0014,2e-06,2e-04,"smoking","P1E5"
"5586","cg26201213",-0.006,0.0013,2e-06,2e-04,"smoking","P1E5"
"5587","cg08168580",0.0054,0.0011,2e-06,2e-04,"smoking","P1E5"
"5588","cg07799005",-0.0022,5e-04,2e-06,2e-04,"smoking","P1E5"
"5589","cg24487489",-0.0047,0.001,2e-06,2e-04,"smoking","P1E5"
"5590","cg26001125",-0.0039,8e-04,2e-06,2e-04,"smoking","P1E5"
"5591","cg25636556",-0.0055,0.0012,2e-06,2e-04,"smoking","P1E5"
"5592","cg04614290",-0.0111,0.0023,2e-06,2e-04,"smoking","P1E5"
"5593","cg09129334",-0.0096,0.002,2e-06,2e-04,"smoking","P1E5"
"5594","cg25767433",-0.0061,0.0013,2e-06,2e-04,"smoking","P1E5"
"5595","cg16266925",0.0038,8e-04,2e-06,2e-04,"smoking","P1E5"
"5596","cg25653947",0.0043,9e-04,2e-06,2e-04,"smoking","P1E5"
"5597","cg21800196",-0.0067,0.0014,2e-06,2e-04,"smoking","P1E5"
"5598","cg13033858",-0.0106,0.0022,2e-06,2e-04,"smoking","P1E5"
"5599","cg20456243",-0.0081,0.0017,2e-06,2e-04,"smoking","P1E5"
"5600","cg10323697",0.0041,9e-04,2e-06,2e-04,"smoking","P1E5"
"5601","cg27395200",-0.0057,0.0012,2e-06,2e-04,"smoking","P1E5"
"5602","cg01876978",-0.0043,9e-04,2e-06,2e-04,"smoking","P1E5"
"5603","cg05460571",-0.0052,0.0011,2e-06,2e-04,"smoking","P1E5"
"5604","cg09043511",-0.0065,0.0014,2e-06,2e-04,"smoking","P1E5"
"5605","cg08815110",-0.0053,0.0011,2e-06,2e-04,"smoking","P1E5"
"5606","cg22699026",0.0026,6e-04,2e-06,2e-04,"smoking","P1E5"
"5607","cg01351315",0.0044,9e-04,2e-06,2e-04,"smoking","P1E5"
"5608","cg07948875",0.0096,0.002,2e-06,2e-04,"smoking","P1E5"
"5609","cg08076437",0.0059,0.0013,2.1e-06,2e-04,"smoking","P1E5"
"5610","cg03206681",0.0042,9e-04,2.1e-06,2e-04,"smoking","P1E5"
"5611","cg01158574",0.003,6e-04,2.1e-06,2e-04,"smoking","P1E5"
"5612","cg15787039",0.0064,0.0014,2.1e-06,2e-04,"smoking","P1E5"
"5613","cg21996227",0.0016,3e-04,2.1e-06,2e-04,"smoking","P1E5"
"5614","cg15090440",-0.0112,0.0024,2.1e-06,2e-04,"smoking","P1E5"
"5615","cg25316484",-0.0055,0.0012,2.1e-06,2e-04,"smoking","P1E5"
"5616","cg27659768",0.0074,0.0016,2.1e-06,2e-04,"smoking","P1E5"
"5617","cg03603381",-0.0088,0.0018,2.1e-06,2e-04,"smoking","P1E5"
"5618","cg05702747",0.0018,4e-04,2.1e-06,2e-04,"smoking","P1E5"
"5619","cg02101876",0.0049,0.001,2.1e-06,2e-04,"smoking","P1E5"
"5620","cg04109655",0.0031,7e-04,2.1e-06,2e-04,"smoking","P1E5"
"5621","cg14507891",-0.0039,8e-04,2.1e-06,2e-04,"smoking","P1E5"
"5622","cg21828716",-0.0082,0.0017,2.1e-06,2e-04,"smoking","P1E5"
"5623","cg14821257",-0.0082,0.0017,2.1e-06,2e-04,"smoking","P1E5"
"5624","cg00491064",-0.0039,8e-04,2.1e-06,2e-04,"smoking","P1E5"
"5625","cg27631057",-0.0069,0.0015,2.1e-06,2e-04,"smoking","P1E5"
"5626","cg12771187",0.0088,0.0018,2.1e-06,2e-04,"smoking","P1E5"
"5627","cg12873919",-0.0052,0.0011,2.1e-06,2e-04,"smoking","P1E5"
"5628","cg19453742",0.0028,6e-04,2.1e-06,2e-04,"smoking","P1E5"
"5629","cg07719172",0.0059,0.0012,2.1e-06,2e-04,"smoking","P1E5"
"5630","cg18677603",0.007,0.0015,2.1e-06,2e-04,"smoking","P1E5"
"5631","cg17560136",-0.0066,0.0014,2.1e-06,2e-04,"smoking","P1E5"
"5632","cg11645556",0.0034,7e-04,2.1e-06,2e-04,"smoking","P1E5"
"5633","cg07226964",-0.0022,5e-04,2.1e-06,2e-04,"smoking","P1E5"
"5634","cg14495953",0.0072,0.0015,2.1e-06,2e-04,"smoking","P1E5"
"5635","cg19272266",-0.0058,0.0012,2.1e-06,2e-04,"smoking","P1E5"
"5636","cg12639429",-0.0055,0.0012,2.1e-06,2e-04,"smoking","P1E5"
"5637","cg26189021",-0.0062,0.0013,2.2e-06,2e-04,"smoking","P1E5"
"5638","cg21304158",-0.0038,8e-04,2.2e-06,2e-04,"smoking","P1E5"
"5639","cg04923845",0.0018,4e-04,2.2e-06,2e-04,"smoking","P1E5"
"5640","cg02110858",-0.0138,0.0029,2.2e-06,2e-04,"smoking","P1E5"
"5641","cg20490392",-0.0166,0.0035,2.2e-06,2e-04,"smoking","P1E5"
"5642","cg06294803",-0.0106,0.0022,2.2e-06,2e-04,"smoking","P1E5"
"5643","cg02841155",-0.0062,0.0013,2.2e-06,2e-04,"smoking","P1E5"
"5644","cg10339152",-0.0091,0.0019,2.2e-06,2e-04,"smoking","P1E5"
"5645","cg08951271",-0.0065,0.0014,2.2e-06,2e-04,"smoking","P1E5"
"5646","cg12116137",0.0072,0.0015,2.2e-06,2e-04,"smoking","P1E5"
"5647","cg24136700",0.009,0.0019,2.2e-06,2e-04,"smoking","P1E5"
"5648","cg08924321",-0.0078,0.0016,2.2e-06,2e-04,"smoking","P1E5"
"5649","cg02474195",0.0021,4e-04,2.2e-06,2e-04,"smoking","P1E5"
"5650","cg04793090",-0.0046,0.001,2.2e-06,2e-04,"smoking","P1E5"
"5651","cg05533329",0.0019,4e-04,2.2e-06,2e-04,"smoking","P1E5"
"5652","cg26453130",-0.0079,0.0017,2.2e-06,2e-04,"smoking","P1E5"
"5653","cg05795313",0.0041,9e-04,2.2e-06,2e-04,"smoking","P1E5"
"5654","cg22728904",0.008,0.0017,2.2e-06,2e-04,"smoking","P1E5"
"5655","cg25782229",0.0075,0.0016,2.2e-06,2e-04,"smoking","P1E5"
"5656","cg15408734",-0.004,8e-04,2.2e-06,2e-04,"smoking","P1E5"
"5657","cg23047500",0.0039,8e-04,2.2e-06,2e-04,"smoking","P1E5"
"5658","cg01519765",0.0064,0.0014,2.2e-06,2e-04,"smoking","P1E5"
"5659","cg05620288",-0.0073,0.0015,2.2e-06,2e-04,"smoking","P1E5"
"5660","cg12182124",0.0066,0.0014,2.2e-06,2e-04,"smoking","P1E5"
"5661","cg06949933",-0.006,0.0013,2.2e-06,2e-04,"smoking","P1E5"
"5662","cg04517044",-0.0095,0.002,2.2e-06,2e-04,"smoking","P1E5"
"5663","cg06724236",0.0069,0.0014,2.2e-06,2e-04,"smoking","P1E5"
"5664","cg01377358",-0.0061,0.0013,2.2e-06,2e-04,"smoking","P1E5"
"5665","cg19792544",0.0021,4e-04,2.2e-06,2e-04,"smoking","P1E5"
"5666","cg26780125",0.0043,9e-04,2.2e-06,2e-04,"smoking","P1E5"
"5667","cg17110586",0.0057,0.0012,2.2e-06,2e-04,"smoking","P1E5"
"5668","cg26566236",-0.0057,0.0012,2.2e-06,2e-04,"smoking","P1E5"
"5669","cg21963406",0.0022,5e-04,2.2e-06,2e-04,"smoking","P1E5"
"5670","cg18107425",0.0049,0.001,2.2e-06,2e-04,"smoking","P1E5"
"5671","cg06830167",-0.0085,0.0018,2.2e-06,2e-04,"smoking","P1E5"
"5672","cg12930392",0.0058,0.0012,2.2e-06,2e-04,"smoking","P1E5"
"5673","cg16793866",0.0041,9e-04,2.2e-06,2e-04,"smoking","P1E5"
"5674","cg22770911",-0.0166,0.0035,2.3e-06,2e-04,"smoking","P1E5"
"5675","cg15562346",-0.0046,0.001,2.3e-06,2e-04,"smoking","P1E5"
"5676","cg26917640",-0.0091,0.0019,2.3e-06,2e-04,"smoking","P1E5"
"5677","cg07234199",0.0059,0.0012,2.3e-06,2e-04,"smoking","P1E5"
"5678","cg12827530",0.0076,0.0016,2.3e-06,2e-04,"smoking","P1E5"
"5679","cg00259518",0.0038,8e-04,2.3e-06,2e-04,"smoking","P1E5"
"5680","cg13715010",-0.0022,5e-04,2.3e-06,2e-04,"smoking","P1E5"
"5681","cg23896972",0.005,0.0011,2.3e-06,3e-04,"smoking","P1E5"
"5682","cg04220047",-0.0113,0.0024,2.3e-06,3e-04,"smoking","P1E5"
"5683","cg07765674",-0.0039,8e-04,2.3e-06,3e-04,"smoking","P1E5"
"5684","cg16126958",-0.0053,0.0011,2.3e-06,3e-04,"smoking","P1E5"
"5685","cg24810836",-0.0029,6e-04,2.3e-06,3e-04,"smoking","P1E5"
"5686","cg21480743",0.0048,0.001,2.3e-06,3e-04,"smoking","P1E5"
"5687","cg15341833",0.0023,5e-04,2.3e-06,3e-04,"smoking","P1E5"
"5688","cg02712949",0.0038,8e-04,2.3e-06,3e-04,"smoking","P1E5"
"5689","cg01044025",0.0096,0.002,2.3e-06,3e-04,"smoking","P1E5"
"5690","cg02094337",0.0065,0.0014,2.3e-06,3e-04,"smoking","P1E5"
"5691","cg18959207",-0.0161,0.0034,2.3e-06,3e-04,"smoking","P1E5"
"5692","cg24632873",-0.0066,0.0014,2.3e-06,3e-04,"smoking","P1E5"
"5693","cg24562819",0.0026,5e-04,2.3e-06,3e-04,"smoking","P1E5"
"5694","cg16092017",0.0082,0.0017,2.4e-06,3e-04,"smoking","P1E5"
"5695","cg25309041",-0.0043,9e-04,2.4e-06,3e-04,"smoking","P1E5"
"5696","cg27427318",-0.0113,0.0024,2.4e-06,3e-04,"smoking","P1E5"
"5697","cg26885488",0.0054,0.0011,2.4e-06,3e-04,"smoking","P1E5"
"5698","cg12424598",0.0077,0.0016,2.4e-06,3e-04,"smoking","P1E5"
"5699","cg13594463",0.0043,9e-04,2.4e-06,3e-04,"smoking","P1E5"
"5700","cg22933646",-0.0035,7e-04,2.4e-06,3e-04,"smoking","P1E5"
"5701","cg03627290",-0.0039,8e-04,2.4e-06,3e-04,"smoking","P1E5"
"5702","cg13223107",-0.0028,6e-04,2.4e-06,3e-04,"smoking","P1E5"
"5703","cg01590948",-0.0041,9e-04,2.4e-06,3e-04,"smoking","P1E5"
"5704","cg19421584",0.0114,0.0024,2.4e-06,3e-04,"smoking","P1E5"
"5705","cg24761525",-0.0117,0.0025,2.4e-06,3e-04,"smoking","P1E5"
"5706","cg23925513",-0.0077,0.0016,2.4e-06,3e-04,"smoking","P1E5"
"5707","cg05858130",-0.0071,0.0015,2.4e-06,3e-04,"smoking","P1E5"
"5708","cg04492228",-0.012,0.0026,2.4e-06,3e-04,"smoking","P1E5"
"5709","cg00944304",-0.0088,0.0019,2.4e-06,3e-04,"smoking","P1E5"
"5710","cg27001603",-0.0032,7e-04,2.4e-06,3e-04,"smoking","P1E5"
"5711","cg03424127",0.0045,0.001,2.4e-06,3e-04,"smoking","P1E5"
"5712","cg05246522",-0.0089,0.0019,2.4e-06,3e-04,"smoking","P1E5"
"5713","cg09138780",-0.0068,0.0014,2.4e-06,3e-04,"smoking","P1E5"
"5714","cg14957186",0.0021,4e-04,2.4e-06,3e-04,"smoking","P1E5"
"5715","cg25033990",0.0038,8e-04,2.4e-06,3e-04,"smoking","P1E5"
"5716","cg02519892",0.0045,0.001,2.4e-06,3e-04,"smoking","P1E5"
"5717","cg00644847",-0.0064,0.0014,2.4e-06,3e-04,"smoking","P1E5"
"5718","cg22107533",-0.0118,0.0025,2.4e-06,3e-04,"smoking","P1E5"
"5719","cg05939956",-0.0044,9e-04,2.4e-06,3e-04,"smoking","P1E5"
"5720","cg14324585",-0.0022,5e-04,2.4e-06,3e-04,"smoking","P1E5"
