"","CpG","Beta","SE","P","FDR","Trait","threshold"
"12346","cg11898695",0.0042,0.0011,7.7e-05,0.0043,"smoking","F01"
"12347","cg24375399",0.003,8e-04,7.7e-05,0.0043,"smoking","F01"
"12348","cg13659446",0.0037,9e-04,7.7e-05,0.0043,"smoking","F01"
"12349","cg25521481",-0.005,0.0013,7.7e-05,0.0043,"smoking","F01"
"12350","cg06361238",0.0017,4e-04,7.7e-05,0.0043,"smoking","F01"
"12351","cg00008671",0.0055,0.0014,7.7e-05,0.0043,"smoking","F01"
"12352","cg21890551",-0.0018,5e-04,7.8e-05,0.0043,"smoking","F01"
"12353","cg03279631",-0.0019,5e-04,7.8e-05,0.0043,"smoking","F01"
"12354","cg00003298",0.0022,6e-04,7.8e-05,0.0043,"smoking","F01"
"12355","cg20294319",0.0051,0.0013,7.8e-05,0.0043,"smoking","F01"
"12356","cg05701125",-0.0041,0.001,7.8e-05,0.0043,"smoking","F01"
"12357","cg21335556",-0.0043,0.0011,7.8e-05,0.0043,"smoking","F01"
"12358","cg16015593",0.0098,0.0025,7.8e-05,0.0043,"smoking","F01"
"12359","cg04474366",-0.0084,0.0021,7.8e-05,0.0044,"smoking","F01"
"12360","cg11902458",0.0027,7e-04,7.8e-05,0.0044,"smoking","F01"
"12361","cg00771653",-0.0028,7e-04,7.8e-05,0.0044,"smoking","F01"
"12362","cg23295886",0.0032,8e-04,7.8e-05,0.0044,"smoking","F01"
"12363","cg02239258",0.0141,0.0036,7.9e-05,0.0044,"smoking","F01"
"12364","cg06619959",-0.0041,0.001,7.9e-05,0.0044,"smoking","F01"
"12365","cg10292430",-0.0077,0.0019,7.9e-05,0.0044,"smoking","F01"
"12366","cg15269226",-0.0058,0.0015,7.9e-05,0.0044,"smoking","F01"
"12367","cg20512303",-0.0079,0.002,7.9e-05,0.0044,"smoking","F01"
"12368","cg00463367",-0.0065,0.0017,7.9e-05,0.0044,"smoking","F01"
"12369","cg08850169",0.0028,7e-04,7.9e-05,0.0044,"smoking","F01"
"12370","cg19209066",0.0028,7e-04,7.9e-05,0.0044,"smoking","F01"
"12371","cg06055763",0.0085,0.0022,7.9e-05,0.0044,"smoking","F01"
"12372","cg03423767",-0.0095,0.0024,7.9e-05,0.0044,"smoking","F01"
"12373","cg11139102",-0.0019,5e-04,7.9e-05,0.0044,"smoking","F01"
"12374","cg25109663",-0.0067,0.0017,7.9e-05,0.0044,"smoking","F01"
"12375","cg00719568",0.0068,0.0017,7.9e-05,0.0044,"smoking","F01"
"12376","cg04837616",0.004,0.001,7.9e-05,0.0044,"smoking","F01"
"12377","cg00968616",0.0074,0.0019,7.9e-05,0.0044,"smoking","F01"
"12378","cg26886875",-0.0069,0.0017,7.9e-05,0.0044,"smoking","F01"
"12379","cg10665488",-0.0019,5e-04,7.9e-05,0.0044,"smoking","F01"
"12380","cg00533649",-0.0076,0.0019,7.9e-05,0.0044,"smoking","F01"
"12381","cg11147193",-0.0059,0.0015,7.9e-05,0.0044,"smoking","F01"
"12382","cg02544453",0.0038,0.001,7.9e-05,0.0044,"smoking","F01"
"12383","cg07427475",-0.0092,0.0023,7.9e-05,0.0044,"smoking","F01"
"12384","cg10444758",0.0031,8e-04,7.9e-05,0.0044,"smoking","F01"
"12385","cg13335112",0.0069,0.0018,7.9e-05,0.0044,"smoking","F01"
"12386","cg06236140",-0.0019,5e-04,7.9e-05,0.0044,"smoking","F01"
"12387","cg26073060",-0.0017,4e-04,7.9e-05,0.0044,"smoking","F01"
"12388","cg11015424",-0.0026,7e-04,8e-05,0.0044,"smoking","F01"
"12389","cg25341925",0.0038,0.001,8e-05,0.0044,"smoking","F01"
"12390","cg19107469",0.0029,7e-04,8e-05,0.0044,"smoking","F01"
"12391","cg14639163",0.0076,0.0019,8e-05,0.0044,"smoking","F01"
"12392","cg11588903",-0.0101,0.0025,8e-05,0.0044,"smoking","F01"
"12393","cg25809722",0.0033,8e-04,8e-05,0.0044,"smoking","F01"
"12394","cg11644052",0.0058,0.0015,8e-05,0.0044,"smoking","F01"
"12395","cg11969213",-0.0084,0.0021,8e-05,0.0044,"smoking","F01"
"12396","cg00233028",-0.0097,0.0025,8e-05,0.0044,"smoking","F01"
"12397","cg13702357",-0.0055,0.0014,8e-05,0.0044,"smoking","F01"
"12398","cg19259111",0.0051,0.0013,8e-05,0.0044,"smoking","F01"
"12399","cg06978288",-0.0045,0.0011,8e-05,0.0044,"smoking","F01"
"12400","cg09480047",0.0037,9e-04,8e-05,0.0044,"smoking","F01"
"12401","cg04366011",0.0024,6e-04,8e-05,0.0044,"smoking","F01"
"12402","cg10313410",-0.0042,0.0011,8e-05,0.0044,"smoking","F01"
"12403","cg01806427",0.0033,8e-04,8e-05,0.0044,"smoking","F01"
"12404","cg25913233",0.0023,6e-04,8e-05,0.0044,"smoking","F01"
"12405","cg05573550",0.0038,0.001,8e-05,0.0044,"smoking","F01"
"12406","cg26785800",0.0044,0.0011,8e-05,0.0044,"smoking","F01"
"12407","cg06638529",0.0059,0.0015,8e-05,0.0045,"smoking","F01"
"12408","cg21220247",-0.0082,0.0021,8.1e-05,0.0045,"smoking","F01"
"12409","cg04581753",-0.0012,3e-04,8.1e-05,0.0045,"smoking","F01"
"12410","cg19106968",0.0044,0.0011,8.1e-05,0.0045,"smoking","F01"
"12411","cg17841267",-0.0034,9e-04,8.1e-05,0.0045,"smoking","F01"
"12412","cg23529249",-0.0017,4e-04,8.1e-05,0.0045,"smoking","F01"
"12413","cg01999260",0.0017,4e-04,8.1e-05,0.0045,"smoking","F01"
"12414","cg19726712",0.007,0.0018,8.1e-05,0.0045,"smoking","F01"
"12415","cg16046561",-0.0023,6e-04,8.1e-05,0.0045,"smoking","F01"
"12416","cg14698665",-0.0095,0.0024,8.1e-05,0.0045,"smoking","F01"
"12417","cg07374224",0.0056,0.0014,8.1e-05,0.0045,"smoking","F01"
"12418","cg13650974",-0.0036,9e-04,8.1e-05,0.0045,"smoking","F01"
"12419","cg10501360",-0.0038,0.001,8.1e-05,0.0045,"smoking","F01"
"12420","cg02243303",-0.0051,0.0013,8.1e-05,0.0045,"smoking","F01"
"12421","cg16526705",0.0055,0.0014,8.1e-05,0.0045,"smoking","F01"
"12422","cg23307326",0.0017,4e-04,8.1e-05,0.0045,"smoking","F01"
"12423","cg17470067",0.0041,0.001,8.1e-05,0.0045,"smoking","F01"
"12424","cg04628320",-0.0023,6e-04,8.1e-05,0.0045,"smoking","F01"
"12425","cg15135222",0.0034,9e-04,8.2e-05,0.0045,"smoking","F01"
"12426","cg01883662",0.0051,0.0013,8.2e-05,0.0045,"smoking","F01"
"12427","cg16274899",0.0046,0.0012,8.2e-05,0.0045,"smoking","F01"
"12428","cg08480566",-0.0034,9e-04,8.2e-05,0.0045,"smoking","F01"
"12429","cg08380556",0.0027,7e-04,8.2e-05,0.0045,"smoking","F01"
"12430","cg22853797",-0.0021,5e-04,8.2e-05,0.0045,"smoking","F01"
"12431","cg00330825",-0.0037,9e-04,8.2e-05,0.0045,"smoking","F01"
"12432","cg12894984",0.0054,0.0014,8.2e-05,0.0045,"smoking","F01"
"12433","cg01710158",0.0033,8e-04,8.2e-05,0.0045,"smoking","F01"
"12434","cg03584535",-0.0026,7e-04,8.2e-05,0.0045,"smoking","F01"
"12435","cg06212224",-0.0046,0.0012,8.2e-05,0.0045,"smoking","F01"
"12436","cg21949194",-0.0078,0.002,8.2e-05,0.0045,"smoking","F01"
"12437","cg09640202",-0.0017,4e-04,8.2e-05,0.0045,"smoking","F01"
"12438","cg16501028",0.0052,0.0013,8.2e-05,0.0045,"smoking","F01"
"12439","cg00642501",-0.0039,0.001,8.2e-05,0.0045,"smoking","F01"
"12440","cg18877361",0.0062,0.0016,8.2e-05,0.0045,"smoking","F01"
"12441","cg25357825",0.0063,0.0016,8.2e-05,0.0045,"smoking","F01"
"12442","cg15172734",-0.0048,0.0012,8.3e-05,0.0045,"smoking","F01"
"12443","cg04962005",-0.0036,9e-04,8.3e-05,0.0046,"smoking","F01"
"12444","cg12433386",-0.0073,0.0018,8.3e-05,0.0046,"smoking","F01"
"12445","cg00163549",-0.0031,8e-04,8.3e-05,0.0046,"smoking","F01"
"12446","cg01456517",0.0041,0.001,8.3e-05,0.0046,"smoking","F01"
"12447","cg19103429",-0.0084,0.0021,8.3e-05,0.0046,"smoking","F01"
"12448","cg12549180",0.0033,8e-04,8.3e-05,0.0046,"smoking","F01"
"12449","cg13256912",-0.0071,0.0018,8.3e-05,0.0046,"smoking","F01"
"12450","cg13663218",0.0037,9e-04,8.3e-05,0.0046,"smoking","F01"
"12451","cg07982208",0.0027,7e-04,8.3e-05,0.0046,"smoking","F01"
"12452","cg14316944",-0.0041,0.001,8.3e-05,0.0046,"smoking","F01"
"12453","cg18470593",0.0043,0.0011,8.3e-05,0.0046,"smoking","F01"
"12454","cg17804886",0.0055,0.0014,8.3e-05,0.0046,"smoking","F01"
"12455","cg19263228",-0.0028,7e-04,8.3e-05,0.0046,"smoking","F01"
"12456","cg20739013",0.0086,0.0022,8.3e-05,0.0046,"smoking","F01"
"12457","cg09862509",-0.0057,0.0015,8.4e-05,0.0046,"smoking","F01"
"12458","cg21855211",-0.0066,0.0017,8.4e-05,0.0046,"smoking","F01"
"12459","cg11773468",-0.007,0.0018,8.4e-05,0.0046,"smoking","F01"
"12460","cg15477500",0.0028,7e-04,8.4e-05,0.0046,"smoking","F01"
"12461","cg08578216",-0.0045,0.0011,8.4e-05,0.0046,"smoking","F01"
"12462","cg09162146",-0.0023,6e-04,8.4e-05,0.0046,"smoking","F01"
"12463","cg02375166",-0.0051,0.0013,8.4e-05,0.0046,"smoking","F01"
"12464","cg11850861",0.0074,0.0019,8.4e-05,0.0046,"smoking","F01"
"12465","cg05806717",-0.0038,0.001,8.4e-05,0.0046,"smoking","F01"
"12466","cg07285708",-0.004,0.001,8.4e-05,0.0046,"smoking","F01"
"12467","cg03507326",-0.009,0.0023,8.4e-05,0.0046,"smoking","F01"
"12468","cg18936620",0.0055,0.0014,8.4e-05,0.0046,"smoking","F01"
"12469","cg24667510",0.0031,8e-04,8.4e-05,0.0046,"smoking","F01"
"12470","cg15225688",0.0045,0.0012,8.4e-05,0.0046,"smoking","F01"
"12471","cg12255554",0.0054,0.0014,8.4e-05,0.0046,"smoking","F01"
"12472","cg10825471",-0.0063,0.0016,8.4e-05,0.0046,"smoking","F01"
"12473","cg00937359",-0.0075,0.0019,8.4e-05,0.0046,"smoking","F01"
"12474","cg13393782",-0.0038,0.001,8.4e-05,0.0046,"smoking","F01"
"12475","cg18877514",-0.0021,5e-04,8.4e-05,0.0046,"smoking","F01"
"12476","cg08318842",0.0021,5e-04,8.4e-05,0.0046,"smoking","F01"
"12477","cg19815340",-0.0041,0.001,8.4e-05,0.0046,"smoking","F01"
"12478","cg22517995",-0.0038,0.001,8.5e-05,0.0046,"smoking","F01"
"12479","cg07949141",0.0056,0.0014,8.5e-05,0.0046,"smoking","F01"
"12480","cg03987653",0.0023,6e-04,8.5e-05,0.0046,"smoking","F01"
"12481","cg13209762",0.0041,0.001,8.5e-05,0.0046,"smoking","F01"
"12482","cg02595219",0.0041,0.001,8.5e-05,0.0046,"smoking","F01"
"12483","cg24044501",0.0045,0.0012,8.5e-05,0.0046,"smoking","F01"
"12484","cg17464820",-0.0065,0.0017,8.5e-05,0.0046,"smoking","F01"
"12485","cg25923056",-0.0055,0.0014,8.5e-05,0.0046,"smoking","F01"
"12486","cg07737781",0.0039,0.001,8.5e-05,0.0046,"smoking","F01"
"12487","cg22726349",-0.0064,0.0016,8.5e-05,0.0046,"smoking","F01"
"12488","cg05654103",0.0035,9e-04,8.5e-05,0.0046,"smoking","F01"
"12489","cg20476159",0.0047,0.0012,8.5e-05,0.0046,"smoking","F01"
"12490","cg27159979",-0.0042,0.0011,8.5e-05,0.0047,"smoking","F01"
"12491","cg13764516",0.0062,0.0016,8.5e-05,0.0047,"smoking","F01"
"12492","cg20631044",-0.0046,0.0012,8.5e-05,0.0047,"smoking","F01"
"12493","cg00151370",0.0077,0.0019,8.5e-05,0.0047,"smoking","F01"
"12494","cg20140110",0.0044,0.0011,8.5e-05,0.0047,"smoking","F01"
"12495","cg24051481",0.0038,0.001,8.5e-05,0.0047,"smoking","F01"
"12496","cg21999229",-0.0038,0.001,8.5e-05,0.0047,"smoking","F01"
"12497","cg03050965",-0.0034,9e-04,8.5e-05,0.0047,"smoking","F01"
"12498","cg23525596",0.0043,0.0011,8.5e-05,0.0047,"smoking","F01"
"12499","cg20031397",0.002,5e-04,8.5e-05,0.0047,"smoking","F01"
"12500","cg13570656",-0.0143,0.0036,8.6e-05,0.0047,"smoking","F01"
"12501","cg06952681",0.0044,0.0011,8.6e-05,0.0047,"smoking","F01"
"12502","cg21195277",-0.0042,0.0011,8.6e-05,0.0047,"smoking","F01"
"12503","cg01290345",-0.0031,8e-04,8.6e-05,0.0047,"smoking","F01"
"12504","cg10819733",-0.0026,7e-04,8.6e-05,0.0047,"smoking","F01"
"12505","cg04500377",-0.0038,0.001,8.6e-05,0.0047,"smoking","F01"
"12506","cg13785196",-0.0055,0.0014,8.6e-05,0.0047,"smoking","F01"
"12507","cg04220930",-0.0176,0.0045,8.6e-05,0.0047,"smoking","F01"
"12508","cg07186765",-0.0034,9e-04,8.6e-05,0.0047,"smoking","F01"
"12509","cg17566541",0.0039,0.001,8.6e-05,0.0047,"smoking","F01"
"12510","cg05900955",0.0062,0.0016,8.6e-05,0.0047,"smoking","F01"
"12511","cg11840984",0.0029,7e-04,8.6e-05,0.0047,"smoking","F01"
"12512","cg26664457",0.004,0.001,8.6e-05,0.0047,"smoking","F01"
"12513","cg18479593",0.0031,8e-04,8.6e-05,0.0047,"smoking","F01"
"12514","cg23947450",-0.0021,5e-04,8.6e-05,0.0047,"smoking","F01"
"12515","cg17937101",-0.003,8e-04,8.6e-05,0.0047,"smoking","F01"
"12516","cg23175023",-0.005,0.0013,8.6e-05,0.0047,"smoking","F01"
"12517","cg13306335",-0.0064,0.0016,8.7e-05,0.0047,"smoking","F01"
"12518","cg05915866",-0.0103,0.0026,8.7e-05,0.0047,"smoking","F01"
"12519","cg26723847",-0.0026,7e-04,8.7e-05,0.0047,"smoking","F01"
"12520","cg00123478",-0.0083,0.0021,8.7e-05,0.0047,"smoking","F01"
"12521","cg16045459",-0.0019,5e-04,8.7e-05,0.0047,"smoking","F01"
"12522","cg04991805",0.0034,9e-04,8.7e-05,0.0047,"smoking","F01"
"12523","cg26293590",-0.0066,0.0017,8.7e-05,0.0047,"smoking","F01"
"12524","cg11846174",0.0029,7e-04,8.7e-05,0.0047,"smoking","F01"
"12525","cg14548802",0.013,0.0033,8.7e-05,0.0047,"smoking","F01"
"12526","cg04074066",-0.0039,0.001,8.7e-05,0.0047,"smoking","F01"
"12527","cg15541611",-0.0061,0.0016,8.7e-05,0.0047,"smoking","F01"
"12528","cg23252243",-0.0046,0.0012,8.7e-05,0.0047,"smoking","F01"
"12529","cg09254322",0.0025,6e-04,8.7e-05,0.0047,"smoking","F01"
"12530","cg21535366",-0.005,0.0013,8.7e-05,0.0047,"smoking","F01"
"12531","cg23482898",0.0056,0.0014,8.7e-05,0.0047,"smoking","F01"
"12532","cg18770763",-0.0076,0.0019,8.7e-05,0.0048,"smoking","F01"
"12533","cg08200625",-0.0025,6e-04,8.7e-05,0.0048,"smoking","F01"
"12534","cg15484808",-0.0096,0.0024,8.7e-05,0.0048,"smoking","F01"
"12535","cg06875985",-0.0047,0.0012,8.7e-05,0.0048,"smoking","F01"
"12536","cg08262002",-0.0111,0.0028,8.8e-05,0.0048,"smoking","F01"
"12537","cg08248849",0.0033,8e-04,8.8e-05,0.0048,"smoking","F01"
"12538","cg10334489",-0.0029,7e-04,8.8e-05,0.0048,"smoking","F01"
"12539","cg23641237",-0.0048,0.0012,8.8e-05,0.0048,"smoking","F01"
"12540","cg26425321",0.0028,7e-04,8.8e-05,0.0048,"smoking","F01"
"12541","cg04125962",0.0049,0.0012,8.8e-05,0.0048,"smoking","F01"
"12542","cg27173292",0.0012,3e-04,8.8e-05,0.0048,"smoking","F01"
"12543","cg11874976",0.0039,0.001,8.8e-05,0.0048,"smoking","F01"
"12544","cg13399261",0.0037,9e-04,8.8e-05,0.0048,"smoking","F01"
"12545","cg05279622",0.0105,0.0027,8.8e-05,0.0048,"smoking","F01"
"12546","cg12929983",-0.0049,0.0013,8.8e-05,0.0048,"smoking","F01"
"12547","cg05404236",-0.0182,0.0046,8.8e-05,0.0048,"smoking","F01"
"12548","cg18137450",-0.0092,0.0023,8.8e-05,0.0048,"smoking","F01"
"12549","cg14838970",0.004,0.001,8.9e-05,0.0048,"smoking","F01"
"12550","cg11122944",0.0053,0.0014,8.9e-05,0.0048,"smoking","F01"
"12551","cg13427748",0.0041,0.001,8.9e-05,0.0048,"smoking","F01"
"12552","cg24313303",0.0045,0.0011,8.9e-05,0.0048,"smoking","F01"
"12553","cg27393487",-0.0021,5e-04,8.9e-05,0.0048,"smoking","F01"
"12554","cg26678970",-0.0043,0.0011,8.9e-05,0.0048,"smoking","F01"
"12555","cg16037711",-0.0071,0.0018,8.9e-05,0.0048,"smoking","F01"
"12556","cg00115288",0.0052,0.0013,8.9e-05,0.0048,"smoking","F01"
"12557","cg19243842",-0.0075,0.0019,8.9e-05,0.0048,"smoking","F01"
"12558","cg10436410",-0.0074,0.0019,8.9e-05,0.0048,"smoking","F01"
"12559","cg03468466",0.0022,6e-04,8.9e-05,0.0048,"smoking","F01"
"12560","cg05670596",0.0059,0.0015,8.9e-05,0.0048,"smoking","F01"
"12561","cg00731683",-0.0036,9e-04,8.9e-05,0.0048,"smoking","F01"
"12562","cg13567986",0.0037,9e-04,8.9e-05,0.0048,"smoking","F01"
"12563","cg13909895",-0.0108,0.0028,8.9e-05,0.0048,"smoking","F01"
"12564","cg05376617",0.0044,0.0011,8.9e-05,0.0048,"smoking","F01"
"12565","cg09229912",0.0021,5e-04,8.9e-05,0.0048,"smoking","F01"
"12566","cg09477453",0.0027,7e-04,8.9e-05,0.0048,"smoking","F01"
"12567","cg15712310",-0.0069,0.0018,8.9e-05,0.0048,"smoking","F01"
"12568","cg11363972",-0.0069,0.0018,8.9e-05,0.0048,"smoking","F01"
"12569","cg03844211",-0.0036,9e-04,8.9e-05,0.0048,"smoking","F01"
"12570","cg12604950",0.0035,9e-04,8.9e-05,0.0048,"smoking","F01"
"12571","cg16682454",-0.0025,6e-04,8.9e-05,0.0048,"smoking","F01"
"12572","cg13429095",-0.0049,0.0013,9e-05,0.0048,"smoking","F01"
"12573","cg01153817",0.0057,0.0014,9e-05,0.0048,"smoking","F01"
"12574","cg22178392",-0.0056,0.0014,9e-05,0.0049,"smoking","F01"
"12575","cg26910511",-0.0148,0.0038,9e-05,0.0049,"smoking","F01"
"12576","cg26480889",-0.0064,0.0016,9e-05,0.0049,"smoking","F01"
"12577","cg13843843",-0.0063,0.0016,9e-05,0.0049,"smoking","F01"
"12578","cg14381448",-0.0071,0.0018,9e-05,0.0049,"smoking","F01"
"12579","cg08354053",-0.0087,0.0022,9e-05,0.0049,"smoking","F01"
"12580","cg09918674",-0.0035,9e-04,9e-05,0.0049,"smoking","F01"
"12581","cg16367976",-0.0032,8e-04,9e-05,0.0049,"smoking","F01"
"12582","cg07577824",-0.009,0.0023,9e-05,0.0049,"smoking","F01"
"12583","cg08223717",-0.0031,8e-04,9e-05,0.0049,"smoking","F01"
"12584","cg10037913",0.0035,9e-04,9e-05,0.0049,"smoking","F01"
"12585","cg00871980",0.0016,4e-04,9e-05,0.0049,"smoking","F01"
"12586","cg10762038",0.0023,6e-04,9e-05,0.0049,"smoking","F01"
"12587","cg04655520",0.0023,6e-04,9e-05,0.0049,"smoking","F01"
"12588","cg25296938",-0.0028,7e-04,9e-05,0.0049,"smoking","F01"
"12589","cg17593625",0.0087,0.0022,9e-05,0.0049,"smoking","F01"
"12590","cg01495509",0.0024,6e-04,9e-05,0.0049,"smoking","F01"
"12591","cg18917378",-0.0033,8e-04,9e-05,0.0049,"smoking","F01"
"12592","cg26648465",0.005,0.0013,9e-05,0.0049,"smoking","F01"
"12593","cg15154047",0.0071,0.0018,9.1e-05,0.0049,"smoking","F01"
"12594","cg21914362",-0.0034,9e-04,9.1e-05,0.0049,"smoking","F01"
"12595","cg22291084",-0.0051,0.0013,9.1e-05,0.0049,"smoking","F01"
"12596","cg08539991",-0.0049,0.0013,9.1e-05,0.0049,"smoking","F01"
"12597","cg17603206",0.003,8e-04,9.1e-05,0.0049,"smoking","F01"
"12598","cg11536586",0.0032,8e-04,9.1e-05,0.0049,"smoking","F01"
"12599","cg13509147",0.0034,9e-04,9.1e-05,0.0049,"smoking","F01"
"12600","cg20400592",-0.0056,0.0014,9.1e-05,0.0049,"smoking","F01"
"12601","cg03655142",-0.0121,0.0031,9.1e-05,0.0049,"smoking","F01"
"12602","cg14375205",0.0077,0.002,9.1e-05,0.0049,"smoking","F01"
"12603","cg00312553",-0.0031,8e-04,9.1e-05,0.0049,"smoking","F01"
"12604","cg03313945",0.0035,9e-04,9.2e-05,0.0049,"smoking","F01"
"12605","cg18571419",0.0019,5e-04,9.2e-05,0.0049,"smoking","F01"
"12606","cg04114143",-0.0014,4e-04,9.2e-05,0.005,"smoking","F01"
"12607","cg19027361",-0.0034,9e-04,9.2e-05,0.005,"smoking","F01"
"12608","cg14973055",0.0072,0.0018,9.2e-05,0.005,"smoking","F01"
"12609","cg23588384",0.0023,6e-04,9.2e-05,0.005,"smoking","F01"
"12610","cg08935118",0.0017,4e-04,9.2e-05,0.005,"smoking","F01"
"12611","cg26904049",-0.0084,0.0021,9.2e-05,0.005,"smoking","F01"
"12612","cg12856646",0.0021,5e-04,9.2e-05,0.005,"smoking","F01"
"12613","cg17592231",0.004,0.001,9.3e-05,0.005,"smoking","F01"
"12614","cg15705273",0.0024,6e-04,9.3e-05,0.005,"smoking","F01"
"12615","cg23025459",0.008,0.002,9.3e-05,0.005,"smoking","F01"
"12616","cg02072018",-0.0069,0.0018,9.3e-05,0.005,"smoking","F01"
"12617","cg03536404",0.0039,0.001,9.3e-05,0.005,"smoking","F01"
"12618","cg16719099",-0.0039,0.001,9.3e-05,0.005,"smoking","F01"
"12619","cg00417304",-0.0061,0.0016,9.3e-05,0.005,"smoking","F01"
"12620","cg02380595",-0.0074,0.0019,9.3e-05,0.005,"smoking","F01"
"12621","cg27635135",0.0071,0.0018,9.3e-05,0.005,"smoking","F01"
"12622","cg06631810",0.0041,0.0011,9.3e-05,0.005,"smoking","F01"
"12623","cg05904013",-0.0042,0.0011,9.3e-05,0.005,"smoking","F01"
"12624","cg09633579",-0.0047,0.0012,9.3e-05,0.005,"smoking","F01"
"12625","cg09663193",-0.0043,0.0011,9.3e-05,0.005,"smoking","F01"
"12626","cg00737593",-0.0046,0.0012,9.3e-05,0.005,"smoking","F01"
"12627","cg04036898",-0.0063,0.0016,9.3e-05,0.005,"smoking","F01"
"12628","cg01612158",-0.0041,0.001,9.3e-05,0.005,"smoking","F01"
"12629","cg05654364",-0.0057,0.0015,9.4e-05,0.005,"smoking","F01"
"12630","cg16709342",-0.0024,6e-04,9.4e-05,0.005,"smoking","F01"
"12631","cg01165142",-0.0057,0.0014,9.4e-05,0.005,"smoking","F01"
"12632","cg07907641",0.0021,5e-04,9.4e-05,0.005,"smoking","F01"
"12633","cg05694245",0.0033,9e-04,9.4e-05,0.005,"smoking","F01"
"12634","cg03662545",-0.0055,0.0014,9.4e-05,0.005,"smoking","F01"
"12635","cg24559044",-0.0045,0.0012,9.4e-05,0.005,"smoking","F01"
"12636","cg07358254",0.0023,6e-04,9.4e-05,0.005,"smoking","F01"
"12637","cg04929759",0.0043,0.0011,9.4e-05,0.005,"smoking","F01"
"12638","cg09474017",-0.0066,0.0017,9.4e-05,0.005,"smoking","F01"
"12639","cg05600717",-0.0033,8e-04,9.4e-05,0.005,"smoking","F01"
"12640","cg14583999",-0.0077,0.002,9.4e-05,0.005,"smoking","F01"
"12641","cg02711872",0.0032,8e-04,9.4e-05,0.0051,"smoking","F01"
"12642","cg22517925",-0.0063,0.0016,9.4e-05,0.0051,"smoking","F01"
"12643","cg23709528",0.0033,9e-04,9.5e-05,0.0051,"smoking","F01"
"12644","cg07774299",-0.0033,8e-04,9.5e-05,0.0051,"smoking","F01"
"12645","cg07798347",0.005,0.0013,9.5e-05,0.0051,"smoking","F01"
"12646","cg05714552",-0.0069,0.0018,9.5e-05,0.0051,"smoking","F01"
"12647","cg03114584",-0.0048,0.0012,9.5e-05,0.0051,"smoking","F01"
"12648","cg02564523",-0.0077,0.002,9.5e-05,0.0051,"smoking","F01"
"12649","cg06883848",0.0024,6e-04,9.5e-05,0.0051,"smoking","F01"
"12650","cg14124261",-0.0052,0.0013,9.5e-05,0.0051,"smoking","F01"
"12651","cg17158913",-0.0083,0.0021,9.5e-05,0.0051,"smoking","F01"
"12652","cg01396176",0.0027,7e-04,9.5e-05,0.0051,"smoking","F01"
"12653","cg02735762",0.0041,0.001,9.5e-05,0.0051,"smoking","F01"
"12654","cg11718162",-0.0097,0.0025,9.5e-05,0.0051,"smoking","F01"
"12655","cg15358723",-0.0045,0.0012,9.5e-05,0.0051,"smoking","F01"
"12656","cg25112562",0.0019,5e-04,9.5e-05,0.0051,"smoking","F01"
"12657","cg27553457",0.0063,0.0016,9.5e-05,0.0051,"smoking","F01"
"12658","cg21926708",0.004,0.001,9.6e-05,0.0051,"smoking","F01"
"12659","cg00816037",-0.0038,0.001,9.6e-05,0.0051,"smoking","F01"
"12660","cg16213217",-0.007,0.0018,9.6e-05,0.0051,"smoking","F01"
"12661","cg02319354",-0.0027,7e-04,9.6e-05,0.0051,"smoking","F01"
"12662","cg08145798",-0.0018,4e-04,9.6e-05,0.0051,"smoking","F01"
"12663","cg04726013",0.0066,0.0017,9.6e-05,0.0051,"smoking","F01"
"12664","cg25383593",0.0063,0.0016,9.6e-05,0.0051,"smoking","F01"
"12665","cg19980929",-0.0045,0.0011,9.6e-05,0.0051,"smoking","F01"
"12666","cg07578772",0.0047,0.0012,9.6e-05,0.0051,"smoking","F01"
"12667","cg25406011",-0.0036,9e-04,9.6e-05,0.0051,"smoking","F01"
"12668","cg17645528",0.0038,0.001,9.6e-05,0.0051,"smoking","F01"
"12669","cg25596173",0.0025,7e-04,9.6e-05,0.0051,"smoking","F01"
"12670","cg10246903",-0.0047,0.0012,9.6e-05,0.0051,"smoking","F01"
"12671","cg05277504",-0.0032,8e-04,9.6e-05,0.0051,"smoking","F01"
"12672","cg01286935",0.0035,9e-04,9.6e-05,0.0051,"smoking","F01"
"12673","cg03880355",0.0041,0.001,9.6e-05,0.0051,"smoking","F01"
"12674","cg13072940",-0.0042,0.0011,9.6e-05,0.0051,"smoking","F01"
"12675","cg03219657",0.0043,0.0011,9.6e-05,0.0051,"smoking","F01"
"12676","cg24594504",0.0017,4e-04,9.6e-05,0.0051,"smoking","F01"
"12677","cg16028753",0.0033,8e-04,9.7e-05,0.0051,"smoking","F01"
"12678","cg03196485",0.0065,0.0017,9.7e-05,0.0052,"smoking","F01"
"12679","cg21186778",0.0022,6e-04,9.7e-05,0.0052,"smoking","F01"
"12680","cg14538806",0.0023,6e-04,9.7e-05,0.0052,"smoking","F01"
"12681","cg01882880",-0.0041,0.0011,9.7e-05,0.0052,"smoking","F01"
"12682","cg02793828",-0.0049,0.0013,9.7e-05,0.0052,"smoking","F01"
"12683","cg00073543",0.0048,0.0012,9.7e-05,0.0052,"smoking","F01"
"12684","cg06024215",0.0055,0.0014,9.7e-05,0.0052,"smoking","F01"
"12685","cg22821289",0.0035,9e-04,9.7e-05,0.0052,"smoking","F01"
