"","CpG","Beta","SE","P","FDR","Trait","threshold"
"4612","cg21924070",-0.00024,4.1e-05,6.1e-09,NA,"NO2","GW"
"4613","cg26292895",-0.00032,5.5e-05,6.1e-09,NA,"NO2","GW"
"4614","cg10307904",-0.00038,6.6e-05,6.1e-09,NA,"NO2","GW"
"4615","cg12933431",-0.00037,6.4e-05,6.1e-09,NA,"NO2","GW"
"4616","cg19122460",-0.00028,4.9e-05,6.1e-09,NA,"NO2","GW"
"4617","cg19982893",-0.00062,0.00011,6.1e-09,NA,"NO2","GW"
"4618","cg24230355",-0.00029,4.9e-05,6.1e-09,NA,"NO2","GW"
"4619","cg27109056",-0.00037,6.3e-05,6.1e-09,NA,"NO2","GW"
"4620","cg18217706",-0.00026,4.5e-05,6.1e-09,NA,"NO2","GW"
"4621","cg07994487",-0.00023,3.9e-05,6.1e-09,NA,"NO2","GW"
"4622","cg08455916",-0.00032,5.4e-05,6.1e-09,NA,"NO2","GW"
"4623","cg23701012",-0.00037,6.4e-05,6.1e-09,NA,"NO2","GW"
"4624","cg01170591",-0.00018,3.1e-05,6.1e-09,NA,"NO2","GW"
"4625","cg02311794",-0.00053,9.2e-05,6.1e-09,NA,"NO2","GW"
"4626","cg16292586",-0.00033,5.7e-05,6.1e-09,NA,"NO2","GW"
"4627","cg16361915",-0.00027,4.7e-05,6.1e-09,NA,"NO2","GW"
"4628","cg08010546",-0.00043,7.3e-05,6.2e-09,NA,"NO2","GW"
"4629","cg11490276",-0.00027,4.7e-05,6.2e-09,NA,"NO2","GW"
"4630","cg00463239",-0.00028,4.7e-05,6.2e-09,NA,"NO2","GW"
"4631","cg04260891",-0.00025,4.3e-05,6.2e-09,NA,"NO2","GW"
"4632","cg07285248",-0.00034,5.9e-05,6.2e-09,NA,"NO2","GW"
"4633","cg07457213",-0.00031,5.3e-05,6.2e-09,NA,"NO2","GW"
"4634","cg18249027",-0.00039,6.6e-05,6.2e-09,NA,"NO2","GW"
"4635","cg00473916",-0.00042,7.2e-05,6.2e-09,NA,"NO2","GW"
"4636","cg14913688",-0.00025,4.3e-05,6.2e-09,NA,"NO2","GW"
"4637","cg06810461",-0.00029,5e-05,6.2e-09,NA,"NO2","GW"
"4638","cg06752633",-0.00031,5.3e-05,6.2e-09,NA,"NO2","GW"
"4639","cg06952577",-0.00036,6.3e-05,6.2e-09,NA,"NO2","GW"
"4640","cg24311933",-0.00019,3.3e-05,6.3e-09,NA,"NO2","GW"
"4641","cg10613706",-0.00037,6.4e-05,6.3e-09,NA,"NO2","GW"
"4642","cg00390253",-0.00044,7.6e-05,6.3e-09,NA,"NO2","GW"
"4643","cg03734104",-3e-04,5.2e-05,6.3e-09,NA,"NO2","GW"
"4644","cg13352518",-0.00048,8.3e-05,6.3e-09,NA,"NO2","GW"
"4645","cg04218209",-0.00027,4.6e-05,6.3e-09,NA,"NO2","GW"
"4646","cg13212362",-3e-04,5.1e-05,6.3e-09,NA,"NO2","GW"
"4647","cg16549809",-0.00051,8.7e-05,6.3e-09,NA,"NO2","GW"
"4648","cg00565263",-0.00032,5.5e-05,6.3e-09,NA,"NO2","GW"
"4649","cg16746362",-0.00026,4.5e-05,6.3e-09,NA,"NO2","GW"
"4650","cg26735071",-0.00049,8.5e-05,6.3e-09,NA,"NO2","GW"
"4651","cg14958018",-0.00039,6.7e-05,6.3e-09,NA,"NO2","GW"
"4652","cg01224451",-0.00029,5e-05,6.3e-09,NA,"NO2","GW"
"4653","cg07713135",-0.00034,5.8e-05,6.4e-09,NA,"NO2","GW"
"4654","cg14019464",-0.00028,4.9e-05,6.4e-09,NA,"NO2","GW"
"4655","cg26806603",-0.00034,5.9e-05,6.4e-09,NA,"NO2","GW"
"4656","cg06834035",-0.00024,4.2e-05,6.4e-09,NA,"NO2","GW"
"4657","cg11043251",-0.00047,8.1e-05,6.4e-09,NA,"NO2","GW"
"4658","cg14188840",-0.00041,7.1e-05,6.4e-09,NA,"NO2","GW"
"4659","cg17522369",-0.00039,6.7e-05,6.4e-09,NA,"NO2","GW"
"4660","cg05470166",-0.00041,7.1e-05,6.4e-09,NA,"NO2","GW"
"4661","cg12547943",-0.00024,4.2e-05,6.4e-09,NA,"NO2","GW"
"4662","cg23154272",-0.00052,8.9e-05,6.4e-09,NA,"NO2","GW"
"4663","cg10888031",-4e-04,6.9e-05,6.4e-09,NA,"NO2","GW"
"4664","cg00379377",-0.00025,4.3e-05,6.4e-09,NA,"NO2","GW"
"4665","cg18566313",-0.00043,7.3e-05,6.4e-09,NA,"NO2","GW"
"4666","cg03825810",-0.00036,6.2e-05,6.4e-09,NA,"NO2","GW"
"4667","cg04350066",-0.00018,3.1e-05,6.4e-09,NA,"NO2","GW"
"4668","cg09047390",-0.00051,8.8e-05,6.4e-09,NA,"NO2","GW"
"4669","cg11912202",-2e-04,3.5e-05,6.4e-09,NA,"NO2","GW"
"4670","cg02145220",-0.00033,5.6e-05,6.5e-09,NA,"NO2","GW"
"4671","cg06122697",-0.00035,6.1e-05,6.5e-09,NA,"NO2","GW"
"4672","cg03531543",-3e-04,5.1e-05,6.5e-09,NA,"NO2","GW"
"4673","cg19975645",-0.00026,4.6e-05,6.5e-09,NA,"NO2","GW"
"4674","cg12575674",-0.00034,5.8e-05,6.5e-09,NA,"NO2","GW"
"4675","cg17397548",-0.00044,7.6e-05,6.5e-09,NA,"NO2","GW"
"4676","cg22903848",-0.00034,5.9e-05,6.5e-09,NA,"NO2","GW"
"4677","cg04674421",-0.00031,5.4e-05,6.5e-09,NA,"NO2","GW"
"4678","cg19798170",-0.00028,4.8e-05,6.5e-09,NA,"NO2","GW"
"4679","cg21506565",-0.00059,1e-04,6.5e-09,NA,"NO2","GW"
"4680","cg02571198",-2e-04,3.4e-05,6.5e-09,NA,"NO2","GW"
"4681","cg08854008",0.00015,2.6e-05,6.5e-09,NA,"NO2","GW"
"4682","cg09389824",-0.00041,7e-05,6.5e-09,NA,"NO2","GW"
"4683","cg24793228",-0.00038,6.6e-05,6.5e-09,NA,"NO2","GW"
"4684","cg14356530",-0.00038,6.6e-05,6.5e-09,NA,"NO2","GW"
"4685","cg26101767",-0.00037,6.3e-05,6.5e-09,NA,"NO2","GW"
"4686","cg18143317",-0.00043,7.4e-05,6.5e-09,NA,"NO2","GW"
"4687","cg08029189",-0.00026,4.4e-05,6.5e-09,NA,"NO2","GW"
"4688","cg15877915",-5e-04,8.6e-05,6.5e-09,NA,"NO2","GW"
"4689","cg05446923",-0.00023,3.9e-05,6.6e-09,NA,"NO2","GW"
"4690","cg24687543",-0.00034,5.9e-05,6.6e-09,NA,"NO2","GW"
"4691","cg04586299",-4e-04,6.8e-05,6.6e-09,NA,"NO2","GW"
"4692","cg06417624",-0.00023,4e-05,6.6e-09,NA,"NO2","GW"
"4693","cg07562926",-0.00037,6.3e-05,6.6e-09,NA,"NO2","GW"
"4694","cg09204631",-3e-04,5.2e-05,6.6e-09,NA,"NO2","GW"
"4695","cg09380594",-0.00031,5.3e-05,6.6e-09,NA,"NO2","GW"
"4696","cg23230362",-2e-04,3.5e-05,6.6e-09,NA,"NO2","GW"
"4697","cg01255646",-0.00028,4.9e-05,6.6e-09,NA,"NO2","GW"
"4698","cg04500879",-0.00068,0.00012,6.6e-09,NA,"NO2","GW"
"4699","cg14422315",-0.00043,7.5e-05,6.6e-09,NA,"NO2","GW"
"4700","cg24502933",-0.00026,4.4e-05,6.6e-09,NA,"NO2","GW"
"4701","cg00873953",-0.00025,4.3e-05,6.6e-09,NA,"NO2","GW"
"4702","cg18380349",-0.00023,3.9e-05,6.6e-09,NA,"NO2","GW"
"4703","cg03521625",-0.00036,6.2e-05,6.6e-09,NA,"NO2","GW"
"4704","cg12050054",-0.00026,4.5e-05,6.7e-09,NA,"NO2","GW"
"4705","cg14669607",-0.00044,7.6e-05,6.7e-09,NA,"NO2","GW"
"4706","cg15524224",-0.00041,7.1e-05,6.7e-09,NA,"NO2","GW"
"4707","cg17072368",-0.00035,6.1e-05,6.7e-09,NA,"NO2","GW"
"4708","cg23247337",-0.00019,3.2e-05,6.7e-09,NA,"NO2","GW"
"4709","cg25976434",-4e-04,6.8e-05,6.7e-09,NA,"NO2","GW"
"4710","cg00611614",-0.00033,5.6e-05,6.7e-09,NA,"NO2","GW"
"4711","cg05839533",-0.00035,6.1e-05,6.7e-09,NA,"NO2","GW"
"4712","cg06547175",-0.00032,5.5e-05,6.7e-09,NA,"NO2","GW"
"4713","cg00303606",-0.00038,6.5e-05,6.7e-09,NA,"NO2","GW"
"4714","cg26544188",-0.00033,5.6e-05,6.7e-09,NA,"NO2","GW"
"4715","cg27596729",-0.00018,3.1e-05,6.7e-09,NA,"NO2","GW"
"4716","cg06643951",-0.00037,6.4e-05,6.7e-09,NA,"NO2","GW"
"4717","cg07341224",-2e-04,3.4e-05,6.7e-09,NA,"NO2","GW"
"4718","cg12989498",-0.00035,6.1e-05,6.7e-09,NA,"NO2","GW"
"4719","cg01942654",-4e-04,6.8e-05,6.7e-09,NA,"NO2","GW"
"4720","cg04186249",-0.00035,6.1e-05,6.7e-09,NA,"NO2","GW"
"4721","cg06915270",-0.00017,2.9e-05,6.7e-09,NA,"NO2","GW"
"4722","cg18875453",-0.00044,7.6e-05,6.7e-09,NA,"NO2","GW"
"4723","cg07014591",-0.00023,4e-05,6.8e-09,NA,"NO2","GW"
"4724","cg09195868",-0.00031,5.3e-05,6.8e-09,NA,"NO2","GW"
"4725","cg12500876",-0.00058,1e-04,6.8e-09,NA,"NO2","GW"
"4726","cg15137396",-2e-04,3.5e-05,6.8e-09,NA,"NO2","GW"
"4727","cg01669948",-0.00033,5.8e-05,6.8e-09,NA,"NO2","GW"
"4728","cg04747824",-0.00046,7.9e-05,6.8e-09,NA,"NO2","GW"
"4729","cg09938275",-0.00038,6.6e-05,6.8e-09,NA,"NO2","GW"
"4730","cg18129282",-0.00038,6.6e-05,6.8e-09,NA,"NO2","GW"
"4731","cg07441278",-0.00033,5.7e-05,6.8e-09,NA,"NO2","GW"
"4732","cg04776860",-0.00025,4.4e-05,6.9e-09,NA,"NO2","GW"
"4733","cg15392457",-0.00059,1e-04,6.9e-09,NA,"NO2","GW"
"4734","cg12626036",-0.00052,9.1e-05,6.9e-09,NA,"NO2","GW"
"4735","cg16201762",-0.00034,5.9e-05,6.9e-09,NA,"NO2","GW"
"4736","cg05596756",0.00044,7.7e-05,6.9e-09,NA,"NO2","GW"
"4737","cg07150719",-0.00021,3.6e-05,6.9e-09,NA,"NO2","GW"
"4738","cg07385388",-0.00052,9e-05,6.9e-09,NA,"NO2","GW"
"4739","cg21838329",-0.00028,4.9e-05,6.9e-09,NA,"NO2","GW"
"4740","cg11642324",0.00033,5.7e-05,7e-09,NA,"NO2","GW"
"4741","cg12855851",-0.00031,5.4e-05,7e-09,NA,"NO2","GW"
"4742","cg15854394",-0.00027,4.6e-05,7e-09,NA,"NO2","GW"
"4743","cg17650622",-3e-04,5.1e-05,7e-09,NA,"NO2","GW"
"4744","cg01999399",-4e-04,6.9e-05,7e-09,NA,"NO2","GW"
"4745","cg16419526",-0.00031,5.3e-05,7e-09,NA,"NO2","GW"
"4746","cg20567067",-3e-04,5.2e-05,7e-09,NA,"NO2","GW"
"4747","cg21584710",-0.00039,6.8e-05,7e-09,NA,"NO2","GW"
"4748","cg27657489",-0.00051,8.8e-05,7e-09,NA,"NO2","GW"
"4749","cg11003012",-0.00034,5.8e-05,7e-09,NA,"NO2","GW"
"4750","cg18555746",-0.00021,3.6e-05,7e-09,NA,"NO2","GW"
"4751","cg21595233",-3e-04,5.1e-05,7e-09,NA,"NO2","GW"
"4752","cg20481720",-0.00038,6.5e-05,7e-09,NA,"NO2","GW"
"4753","cg17137063",-0.00041,7e-05,7e-09,NA,"NO2","GW"
"4754","cg00306395",-2e-04,3.5e-05,7e-09,NA,"NO2","GW"
"4755","cg00538923",-0.00036,6.3e-05,7e-09,NA,"NO2","GW"
"4756","cg22883332",-0.00035,6.1e-05,7e-09,NA,"NO2","GW"
"4757","cg23013034",-0.00032,5.5e-05,7e-09,NA,"NO2","GW"
"4758","cg27175509",-0.00051,8.8e-05,7e-09,NA,"NO2","GW"
"4759","cg11050086",-0.00037,6.4e-05,7.1e-09,NA,"NO2","GW"
"4760","cg04146405",-0.00024,4.1e-05,7.1e-09,NA,"NO2","GW"
"4761","cg24989193",-0.00036,6.2e-05,7.1e-09,NA,"NO2","GW"
"4762","cg04857172",-0.00038,6.5e-05,7.1e-09,NA,"NO2","GW"
"4763","cg07020453",-0.00028,4.9e-05,7.1e-09,NA,"NO2","GW"
"4764","cg26656452",-0.00023,3.9e-05,7.1e-09,NA,"NO2","GW"
"4765","cg27623948",-4e-04,7e-05,7.1e-09,NA,"NO2","GW"
"4766","cg14789214",-0.00047,8.1e-05,7.1e-09,NA,"NO2","GW"
"4767","cg25027584",-0.00029,4.9e-05,7.1e-09,NA,"NO2","GW"
"4768","cg00654296",-0.00038,6.5e-05,7.1e-09,NA,"NO2","GW"
"4769","cg17622131",-0.00042,7.3e-05,7.1e-09,NA,"NO2","GW"
"4770","cg09088437",-0.00029,5.1e-05,7.1e-09,NA,"NO2","GW"
"4771","cg06154903",0.00031,5.4e-05,7.1e-09,NA,"NO2","GW"
"4772","cg10585962",-0.00058,9.9e-05,7.2e-09,NA,"NO2","GW"
"4773","cg24935031",-0.00032,5.6e-05,7.2e-09,NA,"NO2","GW"
"4774","cg13429145",-0.00036,6.2e-05,7.2e-09,NA,"NO2","GW"
"4775","cg02268584",-0.00024,4.1e-05,7.2e-09,NA,"NO2","GW"
"4776","cg12427039",-0.00029,5e-05,7.2e-09,NA,"NO2","GW"
"4777","cg27055365",-0.00037,6.4e-05,7.2e-09,NA,"NO2","GW"
"4778","cg13771227",-0.00037,6.4e-05,7.2e-09,NA,"NO2","GW"
"4779","cg03022541",-4e-04,7e-05,7.2e-09,NA,"NO2","GW"
"4780","cg25015043",-4e-04,7e-05,7.2e-09,NA,"NO2","GW"
"4781","cg15138109",-0.00048,8.4e-05,7.2e-09,NA,"NO2","GW"
"4782","cg24453664",-0.00072,0.00013,7.2e-09,NA,"NO2","GW"
"4783","cg21543067",-0.00024,4.2e-05,7.2e-09,NA,"NO2","GW"
"4784","cg26913669",-0.00038,6.5e-05,7.3e-09,NA,"NO2","GW"
"4785","cg02516419",-0.00029,5.1e-05,7.3e-09,NA,"NO2","GW"
"4786","cg18129961",-0.00034,5.9e-05,7.3e-09,NA,"NO2","GW"
"4787","cg23668445",-3e-04,5.2e-05,7.3e-09,NA,"NO2","GW"
"4788","cg00400126",-0.00031,5.4e-05,7.3e-09,NA,"NO2","GW"
"4789","cg06527919",-0.00041,7.1e-05,7.3e-09,NA,"NO2","GW"
"4790","cg20548182",-0.00039,6.8e-05,7.3e-09,NA,"NO2","GW"
"4791","cg24947456",0.00051,8.8e-05,7.3e-09,NA,"NO2","GW"
"4792","cg13881452",-0.00028,4.8e-05,7.3e-09,NA,"NO2","GW"
"4793","cg20336460",-0.00028,4.8e-05,7.3e-09,NA,"NO2","GW"
"4794","cg19092322",-0.00031,5.4e-05,7.3e-09,NA,"NO2","GW"
"4795","cg02973354",-0.00053,9.2e-05,7.4e-09,NA,"NO2","GW"
"4796","cg25331309",-3e-04,5.2e-05,7.4e-09,NA,"NO2","GW"
"4797","cg16349160",-0.00025,4.3e-05,7.4e-09,NA,"NO2","GW"
"4798","cg00216804",-0.00029,5e-05,7.4e-09,NA,"NO2","GW"
"4799","cg05036103",-3e-04,5.2e-05,7.4e-09,NA,"NO2","GW"
"4800","cg16209873",-0.00035,6e-05,7.4e-09,NA,"NO2","GW"
"4801","cg19420604",-0.00027,4.7e-05,7.4e-09,NA,"NO2","GW"
"4802","cg12634957",-0.00027,4.6e-05,7.4e-09,NA,"NO2","GW"
"4803","cg22116457",-0.00028,4.9e-05,7.4e-09,NA,"NO2","GW"
"4804","cg25990848",-0.00027,4.7e-05,7.4e-09,NA,"NO2","GW"
"4805","cg26292028",-0.00027,4.6e-05,7.4e-09,NA,"NO2","GW"
"4806","cg06720713",-0.00028,4.8e-05,7.4e-09,NA,"NO2","GW"
"4807","cg26246840",-0.00041,7e-05,7.4e-09,NA,"NO2","GW"
"4808","cg07552374",-0.00024,4.1e-05,7.5e-09,NA,"NO2","GW"
"4809","cg23167594",-0.00045,7.8e-05,7.5e-09,NA,"NO2","GW"
"4810","cg21460729",-0.00036,6.2e-05,7.5e-09,NA,"NO2","GW"
"4811","cg00634573",-0.00027,4.7e-05,7.5e-09,NA,"NO2","GW"
"4812","cg06368978",-0.00022,3.7e-05,7.5e-09,NA,"NO2","GW"
"4813","cg21182715",-0.00044,7.6e-05,7.5e-09,NA,"NO2","GW"
"4814","cg08703151",-0.00032,5.6e-05,7.5e-09,NA,"NO2","GW"
"4815","cg05667838",-0.00046,8e-05,7.5e-09,NA,"NO2","GW"
"4816","cg00583291",-0.00039,6.7e-05,7.5e-09,NA,"NO2","GW"
"4817","cg05991539",-0.00024,4.2e-05,7.5e-09,NA,"NO2","GW"
"4818","cg00790255",-0.00031,5.5e-05,7.6e-09,NA,"NO2","GW"
"4819","cg05368724",-0.00066,0.00011,7.6e-09,NA,"NO2","GW"
"4820","cg24126880",-0.00034,5.9e-05,7.6e-09,NA,"NO2","GW"
"4821","cg02807882",-0.00032,5.6e-05,7.6e-09,NA,"NO2","GW"
"4822","cg08065063",-0.00032,5.6e-05,7.6e-09,NA,"NO2","GW"
"4823","cg05976166",-0.00056,9.6e-05,7.6e-09,NA,"NO2","GW"
"4824","cg08273672",-0.00037,6.3e-05,7.6e-09,NA,"NO2","GW"
"4825","cg13001012",-0.00036,6.2e-05,7.6e-09,NA,"NO2","GW"
"4826","cg27557790",-0.00027,4.6e-05,7.6e-09,NA,"NO2","GW"
"4827","cg26038697",-0.00032,5.6e-05,7.6e-09,NA,"NO2","GW"
"4828","cg00001269",-0.00032,5.5e-05,7.6e-09,NA,"NO2","GW"
"4829","cg11191955",-0.00036,6.2e-05,7.6e-09,NA,"NO2","GW"
"4830","cg15265853",-0.00026,4.4e-05,7.6e-09,NA,"NO2","GW"
"4831","cg23384027",-0.00061,0.00011,7.6e-09,NA,"NO2","GW"
"4832","cg01321034",-0.00035,6.1e-05,7.6e-09,NA,"NO2","GW"
"4833","cg26517140",-0.00022,3.8e-05,7.6e-09,NA,"NO2","GW"
"4834","cg11876177",-0.00021,3.6e-05,7.7e-09,NA,"NO2","GW"
"4835","cg08404427",-0.00035,6e-05,7.7e-09,NA,"NO2","GW"
"4836","cg11019835",-3e-04,5.1e-05,7.7e-09,NA,"NO2","GW"
"4837","cg14978637",-0.00029,5e-05,7.7e-09,NA,"NO2","GW"
"4838","cg17749374",-0.00039,6.8e-05,7.7e-09,NA,"NO2","GW"
"4839","cg03632278",-0.00034,5.9e-05,7.7e-09,NA,"NO2","GW"
"4840","cg11086410",-0.00023,4e-05,7.7e-09,NA,"NO2","GW"
"4841","cg24760165",-0.00032,5.6e-05,7.7e-09,NA,"NO2","GW"
"4842","cg08652808",-0.00027,4.7e-05,7.7e-09,NA,"NO2","GW"
"4843","cg18546384",-0.00046,8e-05,7.7e-09,NA,"NO2","GW"
"4844","cg21810733",-0.00042,7.3e-05,7.7e-09,NA,"NO2","GW"
"4845","cg05389731",-0.00027,4.8e-05,7.7e-09,NA,"NO2","GW"
"4846","cg06866140",-0.00035,6.1e-05,7.7e-09,NA,"NO2","GW"
"4847","cg07911084",-0.00025,4.3e-05,7.7e-09,NA,"NO2","GW"
"4848","cg26575173",-0.00032,5.5e-05,7.7e-09,NA,"NO2","GW"
"4849","cg02451443",-0.00023,4e-05,7.7e-09,NA,"NO2","GW"
"4850","cg15641565",-0.00034,5.9e-05,7.7e-09,NA,"NO2","GW"
"4851","cg23250795",-0.00034,5.8e-05,7.7e-09,NA,"NO2","GW"
"4852","cg05766107",-4e-04,6.9e-05,7.8e-09,NA,"NO2","GW"
"4853","cg25058957",-0.00029,5.1e-05,7.8e-09,NA,"NO2","GW"
"4854","cg02539274",-0.00028,4.9e-05,7.8e-09,NA,"NO2","GW"
"4855","cg02907524",-0.00048,8.3e-05,7.8e-09,NA,"NO2","GW"
"4856","cg06394082",-0.00038,6.6e-05,7.8e-09,NA,"NO2","GW"
"4857","cg19034890",-0.00017,2.9e-05,7.8e-09,NA,"NO2","GW"
"4858","cg23375781",-0.00033,5.7e-05,7.8e-09,NA,"NO2","GW"
"4859","cg09260048",-0.00017,2.9e-05,7.8e-09,NA,"NO2","GW"
"4860","cg09558463",-0.00033,5.7e-05,7.8e-09,NA,"NO2","GW"
"4861","cg12674975",-0.00026,4.4e-05,7.8e-09,NA,"NO2","GW"
"4862","cg19971025",-0.00036,6.3e-05,7.9e-09,NA,"NO2","GW"
"4863","cg02814858",-0.00042,7.3e-05,7.9e-09,NA,"NO2","GW"
"4864","cg20482274",-0.00029,5e-05,7.9e-09,NA,"NO2","GW"
"4865","cg21295678",-3e-04,5.2e-05,7.9e-09,NA,"NO2","GW"
"4866","cg24476722",-0.00021,3.7e-05,7.9e-09,NA,"NO2","GW"
"4867","cg14712657",-0.00031,5.4e-05,7.9e-09,NA,"NO2","GW"
"4868","cg00862408",0.00023,3.9e-05,7.9e-09,NA,"NO2","GW"
"4869","cg14093792",-0.00048,8.3e-05,7.9e-09,NA,"NO2","GW"
"4870","cg08861449",-0.00035,6e-05,7.9e-09,NA,"NO2","GW"
"4871","cg11188666",-0.00024,4.1e-05,7.9e-09,NA,"NO2","GW"
"4872","cg12196406",-0.00035,6.1e-05,7.9e-09,NA,"NO2","GW"
"4873","cg09321019",-4e-04,6.9e-05,7.9e-09,NA,"NO2","GW"
"4874","cg16443009",-0.00039,6.7e-05,7.9e-09,NA,"NO2","GW"
"4875","cg09406989",-0.00057,9.8e-05,7.9e-09,NA,"NO2","GW"
"4876","cg10673192",-0.00022,3.7e-05,8e-09,NA,"NO2","GW"
"4877","cg27624229",-0.00035,6e-05,8e-09,NA,"NO2","GW"
"4878","cg00236249",-0.00023,4e-05,8e-09,NA,"NO2","GW"
"4879","cg15331633",-0.00032,5.5e-05,8e-09,NA,"NO2","GW"
"4880","cg04304054",-0.00029,5e-05,8e-09,NA,"NO2","GW"
"4881","cg11300208",-0.00045,7.9e-05,8e-09,NA,"NO2","GW"
"4882","cg10007222",-0.00027,4.6e-05,8e-09,NA,"NO2","GW"
"4883","cg15131848",-0.00025,4.3e-05,8e-09,NA,"NO2","GW"
"4884","cg25844612",-0.00027,4.6e-05,8e-09,NA,"NO2","GW"
"4885","cg11443170",-0.00048,8.3e-05,8e-09,NA,"NO2","GW"
"4886","cg23594208",-0.00025,4.3e-05,8e-09,NA,"NO2","GW"
"4887","cg16146076",-0.00027,4.7e-05,8e-09,NA,"NO2","GW"
"4888","cg26813796",-0.00025,4.3e-05,8e-09,NA,"NO2","GW"
"4889","cg14228460",-0.00032,5.5e-05,8e-09,NA,"NO2","GW"
"4890","cg08033551",-0.00029,5.1e-05,8e-09,NA,"NO2","GW"
"4891","cg04547393",-0.00022,3.9e-05,8.1e-09,NA,"NO2","GW"
"4892","cg01533082",-3e-04,5.2e-05,8.1e-09,NA,"NO2","GW"
"4893","cg08029969",-0.00038,6.6e-05,8.1e-09,NA,"NO2","GW"
"4894","cg09898793",-0.00037,6.4e-05,8.1e-09,NA,"NO2","GW"
"4895","cg11200568",-0.00029,5e-05,8.1e-09,NA,"NO2","GW"
"4896","cg12827283",-0.00058,1e-04,8.1e-09,NA,"NO2","GW"
"4897","cg14988790",-0.00028,4.9e-05,8.1e-09,NA,"NO2","GW"
"4898","cg01411912",-0.00044,7.6e-05,8.1e-09,NA,"NO2","GW"
"4899","cg20671150",-0.00024,4.2e-05,8.1e-09,NA,"NO2","GW"
"4900","cg16001202",-0.00038,6.7e-05,8.2e-09,NA,"NO2","GW"
"4901","cg12738718",-3e-04,5.1e-05,8.2e-09,NA,"NO2","GW"
"4902","cg21057494",-3e-04,5.2e-05,8.2e-09,NA,"NO2","GW"
"4903","cg26822572",-0.00041,7.1e-05,8.2e-09,NA,"NO2","GW"
"4904","cg07144318",-0.00033,5.8e-05,8.2e-09,NA,"NO2","GW"
"4905","cg11369862",-0.00034,6e-05,8.2e-09,NA,"NO2","GW"
"4906","cg19817882",-3e-04,5.1e-05,8.2e-09,NA,"NO2","GW"
"4907","cg26607867",-0.00022,3.8e-05,8.2e-09,NA,"NO2","GW"
"4908","cg23943684",-0.00034,5.8e-05,8.2e-09,NA,"NO2","GW"
"4909","cg22129111",-0.00035,6e-05,8.2e-09,NA,"NO2","GW"
"4910","cg26013235",-0.00022,3.9e-05,8.2e-09,NA,"NO2","GW"
"4911","cg04471192",-0.00018,3.1e-05,8.2e-09,NA,"NO2","GW"
"4912","cg01718646",-0.00027,4.8e-05,8.2e-09,NA,"NO2","GW"
"4913","cg08321867",-0.00038,6.7e-05,8.2e-09,NA,"NO2","GW"
"4914","cg06471073",-0.00038,6.7e-05,8.2e-09,NA,"NO2","GW"
"4915","cg17867889",-0.00026,4.6e-05,8.2e-09,NA,"NO2","GW"
"4916","cg07712478",-0.00032,5.5e-05,8.3e-09,NA,"NO2","GW"
"4917","cg07599366",0.00057,9.9e-05,8.3e-09,NA,"NO2","GW"
"4918","cg24645896",-0.00032,5.5e-05,8.3e-09,NA,"NO2","GW"
"4919","cg17317266",-0.00042,7.4e-05,8.3e-09,NA,"NO2","GW"
"4920","cg13236257",-0.00044,7.6e-05,8.3e-09,NA,"NO2","GW"
"4921","cg03694598",-0.00011,1.8e-05,8.3e-09,NA,"NO2","GW"
"4922","cg15302379",-0.00055,9.5e-05,8.3e-09,NA,"NO2","GW"
"4923","cg07122553",-0.00042,7.3e-05,8.3e-09,NA,"NO2","GW"
"4924","cg21885638",-0.00042,7.3e-05,8.3e-09,NA,"NO2","GW"
"4925","cg23733568",-4e-04,7e-05,8.3e-09,NA,"NO2","GW"
"4926","cg07671622",-0.00052,9.1e-05,8.3e-09,NA,"NO2","GW"
"4927","cg10695180",-0.00031,5.4e-05,8.3e-09,NA,"NO2","GW"
"4928","cg16309224",-0.00037,6.4e-05,8.3e-09,NA,"NO2","GW"
"4929","cg18526332",-0.00032,5.5e-05,8.3e-09,NA,"NO2","GW"
"4930","cg04146962",-0.00026,4.4e-05,8.4e-09,NA,"NO2","GW"
"4931","cg03897125",-3e-04,5.3e-05,8.4e-09,NA,"NO2","GW"
"4932","cg05908960",-0.00055,9.5e-05,8.4e-09,NA,"NO2","GW"
"4933","cg08536911",-0.00044,7.7e-05,8.4e-09,NA,"NO2","GW"
"4934","cg08156927",-0.00023,3.9e-05,8.4e-09,NA,"NO2","GW"
"4935","cg05014721",-0.00091,0.00016,8.4e-09,NA,"NO2","GW"
"4936","cg06619077",-0.00067,0.00012,8.4e-09,NA,"NO2","GW"
"4937","cg06986657",-3e-04,5.3e-05,8.4e-09,NA,"NO2","GW"
"4938","cg23580945",-0.00036,6.3e-05,8.4e-09,NA,"NO2","GW"
"4939","cg14969332",-0.00037,6.4e-05,8.4e-09,NA,"NO2","GW"
"4940","cg01629722",-0.00036,6.3e-05,8.5e-09,NA,"NO2","GW"
"4941","cg06981073",-5e-04,8.7e-05,8.5e-09,NA,"NO2","GW"
"4942","cg20865151",0.00014,2.5e-05,8.5e-09,NA,"NO2","GW"
"4943","cg02500042",-0.00047,8.1e-05,8.5e-09,NA,"NO2","GW"
"4944","cg14792548",-0.00017,2.9e-05,8.5e-09,NA,"NO2","GW"
"4945","cg01152130",-0.00028,4.9e-05,8.5e-09,NA,"NO2","GW"
"4946","cg08783499",-0.00043,7.4e-05,8.5e-09,NA,"NO2","GW"
"4947","cg10013998",-0.00046,7.9e-05,8.5e-09,NA,"NO2","GW"
