"","CpG","Beta","SE","P","FDR","Trait","threshold"
"14313","cg14004678",0.0055,0.0014,1e-04,0.0057,"smoking","F005"
"14314","cg19589811",0.0032,8e-04,1e-04,0.0057,"smoking","F005"
"14315","cg09721659",-0.0045,0.0012,1e-04,0.0057,"smoking","F005"
"14316","cg11212329",0.0069,0.0018,1e-04,0.0057,"smoking","F005"
"14317","cg09910271",0.0041,0.0011,1e-04,0.0057,"smoking","F005"
"14318","cg13490403",-0.0111,0.0029,1e-04,0.0058,"smoking","F005"
"14319","cg18702012",-0.0051,0.0013,1e-04,0.0058,"smoking","F005"
"14320","cg05903720",0.0051,0.0013,1e-04,0.0058,"smoking","F005"
"14321","cg03037030",-0.0052,0.0014,1e-04,0.0058,"smoking","F005"
"14322","cg24859352",0.0024,6e-04,1e-04,0.0058,"smoking","F005"
"14323","cg01088410",0.0015,4e-04,1e-04,0.0058,"smoking","F005"
"14324","cg21454760",0.0047,0.0012,1e-04,0.0058,"smoking","F005"
"14325","cg19620333",-0.0053,0.0014,1e-04,0.0058,"smoking","F005"
"14326","cg04864640",0.0025,7e-04,1e-04,0.0058,"smoking","F005"
"14327","cg26954951",-0.0044,0.0011,1e-04,0.0058,"smoking","F005"
"14328","cg21033965",-0.0091,0.0024,1e-04,0.0058,"smoking","F005"
"14329","cg07192048",-0.0124,0.0032,1e-04,0.0058,"smoking","F005"
"14330","cg10926083",-0.003,8e-04,1e-04,0.0058,"smoking","F005"
"14331","cg05465955",-0.0056,0.0014,1e-04,0.0058,"smoking","F005"
"14332","cg00076307",0.0022,6e-04,1e-04,0.0058,"smoking","F005"
"14333","cg08820801",-0.007,0.0018,1e-04,0.0058,"smoking","F005"
"14334","cg09155905",-0.0068,0.0018,1e-04,0.0058,"smoking","F005"
"14335","cg03155159",-0.0131,0.0034,1e-04,0.0058,"smoking","F005"
"14336","cg04246144",0.0036,9e-04,1e-04,0.0058,"smoking","F005"
"14337","cg18105529",0.0034,9e-04,1e-04,0.0058,"smoking","F005"
"14338","cg26475085",0.0029,8e-04,1e-04,0.0059,"smoking","F005"
"14339","cg12084760",0.0038,0.001,1e-04,0.0059,"smoking","F005"
"14340","cg19815376",-0.0078,0.002,1e-04,0.0059,"smoking","F005"
"14341","cg12844784",0.0023,6e-04,1e-04,0.0059,"smoking","F005"
"14342","cg13981001",-0.0056,0.0014,1e-04,0.0059,"smoking","F005"
"14343","cg09568774",0.0057,0.0015,1e-04,0.0059,"smoking","F005"
"14344","cg11322877",0.006,0.0016,1e-04,0.0059,"smoking","F005"
"14345","cg07737182",0.0056,0.0014,1e-04,0.0059,"smoking","F005"
"14346","cg23708624",0.0083,0.0022,1e-04,0.0059,"smoking","F005"
"14347","cg04179940",-0.0048,0.0012,1e-04,0.0059,"smoking","F005"
"14348","cg20762729",0.0021,6e-04,1e-04,0.0059,"smoking","F005"
"14349","cg17505469",0.0057,0.0015,1e-04,0.0059,"smoking","F005"
"14350","cg05365735",-0.0079,0.002,1e-04,0.0059,"smoking","F005"
"14351","cg04871807",-0.007,0.0018,1e-04,0.0059,"smoking","F005"
"14352","cg23333915",0.0026,7e-04,1e-04,0.0059,"smoking","F005"
"14353","cg20379593",-0.0054,0.0014,1e-04,0.0059,"smoking","F005"
"14354","cg02577963",0.004,0.001,1e-04,0.0059,"smoking","F005"
"14355","cg10052840",-0.0038,0.001,1e-04,0.0059,"smoking","F005"
"14356","cg24120597",-0.0024,6e-04,1e-04,0.0059,"smoking","F005"
"14357","cg11663667",-0.0038,0.001,1e-04,0.0059,"smoking","F005"
"14358","cg06011067",0.0069,0.0018,1e-04,0.0059,"smoking","F005"
"14359","cg13753526",0.009,0.0023,1e-04,0.0059,"smoking","F005"
"14360","cg24780479",0.0011,3e-04,1e-04,0.0059,"smoking","F005"
"14361","cg14499058",0.0034,9e-04,1e-04,0.0059,"smoking","F005"
"14362","cg22995106",-0.0037,0.001,1e-04,0.0059,"smoking","F005"
"14363","cg10773526",-0.0044,0.0011,1e-04,0.0059,"smoking","F005"
"14364","cg23792308",0.0029,8e-04,1e-04,0.0059,"smoking","F005"
"14365","cg25556035",-0.007,0.0018,1e-04,0.0059,"smoking","F005"
"14366","cg13151425",-0.0049,0.0013,1e-04,0.0059,"smoking","F005"
"14367","cg05915316",-0.0048,0.0012,1e-04,0.0059,"smoking","F005"
"14368","cg24613080",0.0069,0.0018,1e-04,0.0059,"smoking","F005"
"14369","cg15763258",-0.0056,0.0015,1e-04,0.006,"smoking","F005"
"14370","cg13475638",-0.0023,6e-04,1e-04,0.006,"smoking","F005"
"14371","cg06972695",0.0038,0.001,1e-04,0.006,"smoking","F005"
"14372","cg09123625",-0.0024,6e-04,1e-04,0.006,"smoking","F005"
"14373","cg14384960",0.0048,0.0012,1e-04,0.006,"smoking","F005"
"14374","cg14350358",0.0039,0.001,1e-04,0.006,"smoking","F005"
"14375","cg07988060",0.0039,0.001,1e-04,0.006,"smoking","F005"
"14376","cg15923513",0.0024,6e-04,1e-04,0.006,"smoking","F005"
"14377","cg08050115",-0.0045,0.0012,1e-04,0.006,"smoking","F005"
"14378","cg06660523",0.0034,9e-04,1e-04,0.006,"smoking","F005"
"14379","cg10009224",0.0039,0.001,1e-04,0.006,"smoking","F005"
"14380","cg25135457",-0.0042,0.0011,1e-04,0.006,"smoking","F005"
"14381","cg20569893",-0.0018,5e-04,1e-04,0.006,"smoking","F005"
"14382","cg16005592",-0.0054,0.0014,1e-04,0.006,"smoking","F005"
"14383","cg23615483",0.005,0.0013,1e-04,0.006,"smoking","F005"
"14384","cg24376434",-0.0038,0.001,1e-04,0.006,"smoking","F005"
"14385","cg06196801",-0.004,0.001,1e-04,0.006,"smoking","F005"
"14386","cg13232525",0.003,8e-04,1e-04,0.006,"smoking","F005"
"14387","cg18797823",0.0032,8e-04,1e-04,0.006,"smoking","F005"
"14388","cg23082877",0.0033,9e-04,1e-04,0.006,"smoking","F005"
"14389","cg00944599",-0.0049,0.0013,1e-04,0.006,"smoking","F005"
"14390","cg01759761",0.0021,6e-04,1e-04,0.006,"smoking","F005"
"14391","cg04533088",0.0021,5e-04,1e-04,0.006,"smoking","F005"
"14392","cg24897141",-0.0049,0.0013,1e-04,0.006,"smoking","F005"
"14393","cg19003304",0.0066,0.0017,1e-04,0.006,"smoking","F005"
"14394","cg00723017",0.006,0.0016,1e-04,0.006,"smoking","F005"
"14395","cg12076102",0.0042,0.0011,1e-04,0.006,"smoking","F005"
"14396","cg25662428",-0.0038,0.001,1e-04,0.006,"smoking","F005"
"14397","cg05644049",-0.0029,8e-04,1e-04,0.006,"smoking","F005"
"14398","cg13942826",0.0061,0.0016,1e-04,0.006,"smoking","F005"
"14399","cg27209578",-0.0029,8e-04,1e-04,0.006,"smoking","F005"
"14400","cg00670111",0.0042,0.0011,1e-04,0.006,"smoking","F005"
"14401","cg02744588",-0.007,0.0018,1e-04,0.006,"smoking","F005"
"14402","cg23654112",-0.0045,0.0012,1e-04,0.006,"smoking","F005"
"14403","cg09121269",0.0038,0.001,1e-04,0.0061,"smoking","F005"
"14404","cg27063372",-0.0073,0.0019,1e-04,0.0061,"smoking","F005"
"14405","cg24016626",0.0037,0.001,1e-04,0.0061,"smoking","F005"
"14406","cg26628907",0.0055,0.0014,1e-04,0.0061,"smoking","F005"
"14407","cg15230883",0.0096,0.0025,1e-04,0.0061,"smoking","F005"
"14408","cg10689438",-0.0034,9e-04,1e-04,0.0061,"smoking","F005"
"14409","cg19851563",-0.012,0.0031,1e-04,0.0061,"smoking","F005"
"14410","cg03546163",-0.0132,0.0034,1e-04,0.0061,"smoking","F005"
"14411","cg03885332",-0.0063,0.0016,1e-04,0.0061,"smoking","F005"
"14412","cg04972957",0.0016,4e-04,1e-04,0.0061,"smoking","F005"
"14413","cg16008966",0.0068,0.0018,1e-04,0.0061,"smoking","F005"
"14414","cg13772414",-0.0052,0.0014,1e-04,0.0061,"smoking","F005"
"14415","cg25044651",0.0043,0.0011,1e-04,0.0061,"smoking","F005"
"14416","cg14431165",0.0085,0.0022,1e-04,0.0061,"smoking","F005"
"14417","cg14788334",-0.0046,0.0012,1e-04,0.0061,"smoking","F005"
"14418","cg16915653",0.0031,8e-04,1e-04,0.0061,"smoking","F005"
"14419","cg14531663",0.0045,0.0012,1e-04,0.0061,"smoking","F005"
"14420","cg05760402",0.0021,5e-04,1e-04,0.0061,"smoking","F005"
"14421","cg22791932",0.0052,0.0014,1e-04,0.0061,"smoking","F005"
"14422","cg05595345",0.0027,7e-04,1e-04,0.0061,"smoking","F005"
"14423","cg20981127",0.0041,0.0011,1e-04,0.0061,"smoking","F005"
"14424","cg03833880",0.0021,6e-04,1e-04,0.0061,"smoking","F005"
"14425","cg00119117",0.0017,4e-04,1e-04,0.0061,"smoking","F005"
"14426","cg05682333",0.0058,0.0015,1e-04,0.0061,"smoking","F005"
"14427","cg15929297",-0.0073,0.0019,1e-04,0.0061,"smoking","F005"
"14428","cg17687367",-0.004,0.001,1e-04,0.0061,"smoking","F005"
"14429","cg19159011",-0.007,0.0018,1e-04,0.0061,"smoking","F005"
"14430","cg05496768",-0.0035,9e-04,1e-04,0.0061,"smoking","F005"
"14431","cg07781399",-0.0033,9e-04,1e-04,0.0061,"smoking","F005"
"14432","cg04002235",-0.0154,0.004,1e-04,0.0061,"smoking","F005"
"14433","cg00151124",-0.0027,7e-04,1e-04,0.0061,"smoking","F005"
"14434","cg05006092",-0.0019,5e-04,1e-04,0.0061,"smoking","F005"
"14435","cg21737444",-0.0094,0.0024,1e-04,0.0061,"smoking","F005"
"14436","cg01933405",0.0028,7e-04,1e-04,0.0061,"smoking","F005"
"14437","cg04363470",-0.0062,0.0016,1e-04,0.0061,"smoking","F005"
"14438","cg17960164",-0.0035,9e-04,1e-04,0.0061,"smoking","F005"
"14439","cg23732629",-0.011,0.0029,1e-04,0.0061,"smoking","F005"
"14440","cg12633817",-0.0035,9e-04,1e-04,0.0061,"smoking","F005"
"14441","cg07275218",-0.0044,0.0012,1e-04,0.0061,"smoking","F005"
"14442","cg11172682",0.0035,9e-04,1e-04,0.0061,"smoking","F005"
"14443","cg07377446",-0.0051,0.0013,1e-04,0.0062,"smoking","F005"
"14444","cg19675935",0.0023,6e-04,1e-04,0.0062,"smoking","F005"
"14445","cg25567448",-0.0039,0.001,1e-04,0.0062,"smoking","F005"
"14446","cg15855924",-0.0057,0.0015,1e-04,0.0062,"smoking","F005"
"14447","cg16422365",-0.0034,9e-04,1e-04,0.0062,"smoking","F005"
"14448","cg16299747",-0.0064,0.0017,1e-04,0.0062,"smoking","F005"
"14449","cg25488284",-0.0064,0.0017,1e-04,0.0062,"smoking","F005"
"14450","cg27574595",0.0065,0.0017,1e-04,0.0062,"smoking","F005"
"14451","cg19252108",0.0027,7e-04,1e-04,0.0062,"smoking","F005"
"14452","cg13172637",0.0013,3e-04,1e-04,0.0062,"smoking","F005"
"14453","cg11379081",0.006,0.0016,1e-04,0.0062,"smoking","F005"
"14454","cg03527802",-0.005,0.0013,1e-04,0.0062,"smoking","F005"
"14455","cg09589565",0.0026,7e-04,1e-04,0.0062,"smoking","F005"
"14456","cg01073837",0.0016,4e-04,1e-04,0.0062,"smoking","F005"
"14457","cg11416384",0.003,8e-04,1e-04,0.0062,"smoking","F005"
"14458","cg12054453",-0.0108,0.0028,1e-04,0.0062,"smoking","F005"
"14459","cg02584756",0.0037,0.001,1e-04,0.0062,"smoking","F005"
"14460","cg02673107",-0.0039,0.001,1e-04,0.0062,"smoking","F005"
"14461","cg05267427",0.0085,0.0022,1e-04,0.0062,"smoking","F005"
"14462","cg12864389",-0.0049,0.0013,1e-04,0.0062,"smoking","F005"
"14463","cg23030863",0.0043,0.0011,1e-04,0.0062,"smoking","F005"
"14464","cg16149053",-0.002,5e-04,1e-04,0.0062,"smoking","F005"
"14465","cg17532753",0.0052,0.0014,1e-04,0.0062,"smoking","F005"
"14466","cg13855924",0.0023,6e-04,1e-04,0.0062,"smoking","F005"
"14467","cg14333542",-0.0087,0.0023,1e-04,0.0062,"smoking","F005"
"14468","cg10426893",-0.0044,0.0011,1e-04,0.0062,"smoking","F005"
"14469","cg11913951",-0.0017,4e-04,1e-04,0.0062,"smoking","F005"
"14470","cg14235273",0.0029,8e-04,1e-04,0.0062,"smoking","F005"
"14471","cg23015664",0.0046,0.0012,1e-04,0.0062,"smoking","F005"
"14472","cg15868235",-0.0071,0.0018,1e-04,0.0062,"smoking","F005"
"14473","cg00713294",0.0051,0.0013,1e-04,0.0062,"smoking","F005"
"14474","cg09808864",0.0025,7e-04,1e-04,0.0062,"smoking","F005"
"14475","cg17585031",-0.004,0.0011,1e-04,0.0062,"smoking","F005"
"14476","cg10478867",0.005,0.0013,1e-04,0.0062,"smoking","F005"
"14477","cg03572760",-0.0032,8e-04,1e-04,0.0062,"smoking","F005"
"14478","cg14644001",0.0032,8e-04,1e-04,0.0062,"smoking","F005"
"14479","cg08327428",-0.0039,0.001,1e-04,0.0062,"smoking","F005"
"14480","cg10460033",0.0037,0.001,1e-04,0.0062,"smoking","F005"
"14481","cg01666652",-0.0041,0.0011,1e-04,0.0062,"smoking","F005"
"14482","cg22866825",-0.0069,0.0018,1e-04,0.0062,"smoking","F005"
"14483","cg12756396",0.0045,0.0012,1e-04,0.0062,"smoking","F005"
"14484","cg15072832",0.0034,9e-04,1e-04,0.0063,"smoking","F005"
"14485","cg24300154",0.0067,0.0018,1e-04,0.0063,"smoking","F005"
"14486","cg17339794",0.0025,7e-04,1e-04,0.0063,"smoking","F005"
"14487","cg19620086",-0.0057,0.0015,1e-04,0.0063,"smoking","F005"
"14488","cg10128479",0.0045,0.0012,1e-04,0.0063,"smoking","F005"
"14489","cg25949513",-0.0015,4e-04,1e-04,0.0063,"smoking","F005"
"14490","cg15658306",0.0044,0.0011,1e-04,0.0063,"smoking","F005"
"14491","cg14156751",0.006,0.0016,1e-04,0.0063,"smoking","F005"
"14492","cg15032957",-0.0037,0.001,1e-04,0.0063,"smoking","F005"
"14493","cg14339466",-0.005,0.0013,1e-04,0.0063,"smoking","F005"
"14494","cg09907758",0.0037,0.001,1e-04,0.0063,"smoking","F005"
"14495","cg05348871",0.0064,0.0017,1e-04,0.0063,"smoking","F005"
"14496","cg26034811",-0.0043,0.0011,1e-04,0.0063,"smoking","F005"
"14497","cg02117271",0.0031,8e-04,1e-04,0.0063,"smoking","F005"
"14498","cg02173782",-0.0071,0.0018,1e-04,0.0063,"smoking","F005"
"14499","cg09918091",-0.003,8e-04,1e-04,0.0063,"smoking","F005"
"14500","cg04233669",0.0097,0.0025,1e-04,0.0063,"smoking","F005"
"14501","cg15305511",-0.0079,0.0021,1e-04,0.0063,"smoking","F005"
"14502","cg27351321",-0.0011,3e-04,1e-04,0.0063,"smoking","F005"
"14503","cg18576206",0.0058,0.0015,1e-04,0.0063,"smoking","F005"
"14504","cg17514353",0.002,5e-04,1e-04,0.0063,"smoking","F005"
"14505","cg10906729",-0.0156,0.0041,1e-04,0.0063,"smoking","F005"
"14506","cg08142858",0.0044,0.0012,1e-04,0.0063,"smoking","F005"
"14507","cg06893362",-0.0055,0.0014,1e-04,0.0063,"smoking","F005"
"14508","cg02544002",-0.0085,0.0022,1e-04,0.0063,"smoking","F005"
"14509","cg02029908",0.0013,3e-04,1e-04,0.0063,"smoking","F005"
"14510","cg09337121",-0.0034,9e-04,1e-04,0.0063,"smoking","F005"
"14511","cg16660091",-0.0062,0.0016,1e-04,0.0063,"smoking","F005"
"14512","cg05389183",-0.0026,7e-04,1e-04,0.0063,"smoking","F005"
"14513","cg09912552",0.0054,0.0014,1e-04,0.0063,"smoking","F005"
"14514","cg07135732",0.0024,6e-04,1e-04,0.0063,"smoking","F005"
"14515","cg11661281",-0.007,0.0018,1e-04,0.0063,"smoking","F005"
"14516","cg27170782",-0.0032,8e-04,1e-04,0.0063,"smoking","F005"
"14517","cg22737154",0.0077,0.002,1e-04,0.0063,"smoking","F005"
"14518","cg02757488",0.0048,0.0013,1e-04,0.0063,"smoking","F005"
"14519","cg17053201",0.003,8e-04,1e-04,0.0064,"smoking","F005"
"14520","cg19544746",0.0021,6e-04,1e-04,0.0064,"smoking","F005"
"14521","cg21619637",0.0058,0.0015,1e-04,0.0064,"smoking","F005"
"14522","cg26967875",-0.0017,5e-04,1e-04,0.0064,"smoking","F005"
"14523","cg12956598",0.0048,0.0012,1e-04,0.0064,"smoking","F005"
"14524","cg19458020",-0.0037,0.001,1e-04,0.0064,"smoking","F005"
"14525","cg13001963",0.0037,0.001,1e-04,0.0064,"smoking","F005"
"14526","cg06451822",-0.0046,0.0012,1e-04,0.0064,"smoking","F005"
"14527","cg07455789",0.0059,0.0015,1e-04,0.0064,"smoking","F005"
"14528","cg03120475",0.0055,0.0014,1e-04,0.0064,"smoking","F005"
"14529","cg23508201",-0.0023,6e-04,1e-04,0.0064,"smoking","F005"
"14530","cg01061391",-0.0093,0.0024,1e-04,0.0064,"smoking","F005"
"14531","cg14462402",-0.0106,0.0028,1e-04,0.0064,"smoking","F005"
"14532","cg02713960",-0.0065,0.0017,1e-04,0.0064,"smoking","F005"
"14533","cg23675401",-0.0054,0.0014,1e-04,0.0064,"smoking","F005"
"14534","cg03434029",-0.0077,0.002,1e-04,0.0064,"smoking","F005"
"14535","cg04168675",-0.0046,0.0012,1e-04,0.0064,"smoking","F005"
"14536","cg12325286",0.0033,8e-04,1e-04,0.0064,"smoking","F005"
"14537","cg07621749",0.0029,8e-04,1e-04,0.0064,"smoking","F005"
"14538","cg24356964",-0.0055,0.0014,1e-04,0.0064,"smoking","F005"
"14539","cg00451105",-0.0036,9e-04,1e-04,0.0064,"smoking","F005"
"14540","cg10051935",-0.0047,0.0012,1e-04,0.0064,"smoking","F005"
"14541","cg11357670",-0.0047,0.0012,1e-04,0.0064,"smoking","F005"
"14542","cg08370173",-0.004,0.001,1e-04,0.0064,"smoking","F005"
"14543","cg11784631",-0.0049,0.0013,1e-04,0.0064,"smoking","F005"
"14544","cg03460137",-0.0033,9e-04,1e-04,0.0064,"smoking","F005"
"14545","cg02890435",-0.0039,0.001,1e-04,0.0064,"smoking","F005"
"14546","cg02547426",-0.0036,9e-04,1e-04,0.0064,"smoking","F005"
"14547","cg27348420",-0.0043,0.0011,1e-04,0.0064,"smoking","F005"
"14548","cg19160754",0.0037,0.001,1e-04,0.0064,"smoking","F005"
"14549","cg12534424",0.0039,0.001,1e-04,0.0064,"smoking","F005"
"14550","cg05208396",-0.0045,0.0012,1e-04,0.0064,"smoking","F005"
"14551","cg03871251",0.0041,0.0011,1e-04,0.0064,"smoking","F005"
"14552","cg15722438",0.004,0.001,1e-04,0.0064,"smoking","F005"
"14553","cg10924077",0.0018,5e-04,1e-04,0.0064,"smoking","F005"
"14554","cg11697038",-0.0113,0.003,1e-04,0.0064,"smoking","F005"
"14555","cg06778853",-0.0073,0.0019,1e-04,0.0064,"smoking","F005"
"14556","cg13918042",0.0036,9e-04,1e-04,0.0064,"smoking","F005"
"14557","cg09686443",0.0034,9e-04,1e-04,0.0065,"smoking","F005"
"14558","cg26666735",0.0032,8e-04,1e-04,0.0065,"smoking","F005"
"14559","cg19134568",0.0051,0.0013,1e-04,0.0065,"smoking","F005"
"14560","cg02710530",0.0043,0.0011,1e-04,0.0065,"smoking","F005"
"14561","cg21805118",0.0047,0.0012,1e-04,0.0065,"smoking","F005"
"14562","cg00261569",-0.009,0.0024,1e-04,0.0065,"smoking","F005"
"14563","cg03116016",-0.0027,7e-04,1e-04,0.0065,"smoking","F005"
"14564","cg12910797",-0.0054,0.0014,1e-04,0.0065,"smoking","F005"
"14565","cg02902477",-0.0023,6e-04,1e-04,0.0065,"smoking","F005"
"14566","cg02085294",-0.0038,0.001,1e-04,0.0065,"smoking","F005"
"14567","cg26748578",-0.0141,0.0037,1e-04,0.0065,"smoking","F005"
"14568","cg14186558",0.0038,0.001,1e-04,0.0065,"smoking","F005"
"14569","cg03062881",0.0076,0.002,1e-04,0.0065,"smoking","F005"
"14570","cg23142529",-0.0025,7e-04,1e-04,0.0065,"smoking","F005"
"14571","cg26175729",-0.0061,0.0016,1e-04,0.0065,"smoking","F005"
"14572","cg25353281",-0.0027,7e-04,1e-04,0.0065,"smoking","F005"
"14573","cg05991820",-0.0079,0.0021,1e-04,0.0065,"smoking","F005"
"14574","cg03415545",-0.009,0.0023,1e-04,0.0065,"smoking","F005"
"14575","cg20556803",0.0069,0.0018,1e-04,0.0065,"smoking","F005"
"14576","cg21755755",-0.0034,9e-04,1e-04,0.0065,"smoking","F005"
"14577","cg26754262",-0.0104,0.0027,1e-04,0.0065,"smoking","F005"
"14578","cg01226614",-0.0063,0.0017,1e-04,0.0065,"smoking","F005"
"14579","cg23422170",0.0041,0.0011,1e-04,0.0065,"smoking","F005"
"14580","cg05082527",-0.0049,0.0013,1e-04,0.0065,"smoking","F005"
"14581","cg01458495",-0.0054,0.0014,1e-04,0.0065,"smoking","F005"
"14582","cg02993991",-0.0077,0.002,1e-04,0.0065,"smoking","F005"
"14583","cg23437162",-0.0051,0.0013,1e-04,0.0065,"smoking","F005"
"14584","cg03502002",0.0072,0.0019,1e-04,0.0065,"smoking","F005"
"14585","cg11120551",-0.0051,0.0013,1e-04,0.0066,"smoking","F005"
"14586","cg16823042",-0.0104,0.0027,1e-04,0.0066,"smoking","F005"
"14587","cg11677852",-0.006,0.0016,1e-04,0.0066,"smoking","F005"
"14588","cg19131476",-0.0054,0.0014,1e-04,0.0066,"smoking","F005"
"14589","cg25616055",0.0029,8e-04,1e-04,0.0066,"smoking","F005"
"14590","cg03431738",-0.0057,0.0015,1e-04,0.0066,"smoking","F005"
"14591","cg20179907",-0.0053,0.0014,1e-04,0.0066,"smoking","F005"
"14592","cg12801030",-0.0061,0.0016,1e-04,0.0066,"smoking","F005"
"14593","cg24738036",0.0043,0.0011,1e-04,0.0066,"smoking","F005"
"14594","cg02258201",-0.0075,0.002,1e-04,0.0066,"smoking","F005"
"14595","cg07507755",0.0048,0.0013,1e-04,0.0066,"smoking","F005"
"14596","cg05941624",-0.001,3e-04,1e-04,0.0066,"smoking","F005"
"14597","cg22994830",0.0082,0.0022,1e-04,0.0066,"smoking","F005"
"14598","cg19487819",-0.003,8e-04,1e-04,0.0066,"smoking","F005"
"14599","cg02085953",-0.0049,0.0013,1e-04,0.0066,"smoking","F005"
"14600","cg03246914",-0.0151,0.004,1e-04,0.0066,"smoking","F005"
"14601","cg06032349",0.0039,0.001,1e-04,0.0066,"smoking","F005"
"14602","cg07618780",0.0059,0.0016,1e-04,0.0066,"smoking","F005"
"14603","cg07675477",-0.0081,0.0021,1e-04,0.0066,"smoking","F005"
"14604","cg08080669",0.0016,4e-04,1e-04,0.0066,"smoking","F005"
"14605","cg09904304",0.0018,5e-04,1e-04,0.0066,"smoking","F005"
"14606","cg04532200",-0.008,0.0021,1e-04,0.0066,"smoking","F005"
"14607","cg21694161",-0.0022,6e-04,1e-04,0.0066,"smoking","F005"
"14608","cg27365342",0.0054,0.0014,1e-04,0.0066,"smoking","F005"
"14609","cg12864568",0.0018,5e-04,1e-04,0.0066,"smoking","F005"
"14610","cg10099758",0.0077,0.002,1e-04,0.0066,"smoking","F005"
"14611","cg00631221",-0.0053,0.0014,1e-04,0.0066,"smoking","F005"
"14612","cg18722841",0.0031,8e-04,1e-04,0.0066,"smoking","F005"
"14613","cg23304647",0.0049,0.0013,1e-04,0.0066,"smoking","F005"
"14614","cg27532360",-0.0071,0.0019,1e-04,0.0066,"smoking","F005"
"14615","cg25474070",-0.004,0.001,1e-04,0.0066,"smoking","F005"
"14616","cg00093433",0.0047,0.0012,1e-04,0.0066,"smoking","F005"
"14617","cg14083146",0.004,0.001,1e-04,0.0067,"smoking","F005"
"14618","cg06827038",0.0039,0.001,1e-04,0.0067,"smoking","F005"
"14619","cg04137576",-0.005,0.0013,1e-04,0.0067,"smoking","F005"
"14620","cg00124375",0.0047,0.0012,1e-04,0.0067,"smoking","F005"
"14621","cg02458053",-0.0019,5e-04,1e-04,0.0067,"smoking","F005"
"14622","cg12671565",-0.0027,7e-04,1e-04,0.0067,"smoking","F005"
"14623","cg16656895",0.0029,8e-04,1e-04,0.0067,"smoking","F005"
"14624","cg13891765",0.0029,8e-04,1e-04,0.0067,"smoking","F005"
"14625","cg14437551",-0.0049,0.0013,1e-04,0.0067,"smoking","F005"
"14626","cg10556384",0.0012,3e-04,1e-04,0.0067,"smoking","F005"
"14627","cg03594868",0.0053,0.0014,1e-04,0.0067,"smoking","F005"
"14628","cg20317748",0.0039,0.001,1e-04,0.0067,"smoking","F005"
"14629","cg17813891",-0.0063,0.0017,1e-04,0.0067,"smoking","F005"
"14630","cg18345924",-0.0079,0.0021,1e-04,0.0067,"smoking","F005"
"14631","cg04852348",0.0069,0.0018,1e-04,0.0067,"smoking","F005"
"14632","cg17936572",0.0065,0.0017,1e-04,0.0067,"smoking","F005"
"14633","cg00750428",0.0028,7e-04,1e-04,0.0067,"smoking","F005"
"14634","cg04648382",0.0042,0.0011,1e-04,0.0067,"smoking","F005"
"14635","cg27533999",-0.0034,9e-04,1e-04,0.0067,"smoking","F005"
"14636","cg04860432",0.0078,0.002,1e-04,0.0067,"smoking","F005"
"14637","cg14851482",-0.003,8e-04,1e-04,0.0067,"smoking","F005"
"14638","cg11657258",-0.007,0.0018,1e-04,0.0067,"smoking","F005"
"14639","cg10626316",-0.004,0.001,1e-04,0.0067,"smoking","F005"
"14640","cg10517312",-0.0044,0.0011,1e-04,0.0067,"smoking","F005"
"14641","cg19688772",-0.0043,0.0011,1e-04,0.0067,"smoking","F005"
"14642","cg08201311",-0.0046,0.0012,1e-04,0.0067,"smoking","F005"
"14643","cg04976151",-0.0056,0.0015,1e-04,0.0067,"smoking","F005"
"14644","cg02863594",-0.0055,0.0014,1e-04,0.0067,"smoking","F005"
"14645","cg18347010",0.0045,0.0012,1e-04,0.0067,"smoking","F005"
"14646","cg01287088",-0.0102,0.0027,1e-04,0.0067,"smoking","F005"
"14647","cg13271643",0.0043,0.0011,1e-04,0.0067,"smoking","F005"
"14648","cg00554413",0.0039,0.001,1e-04,0.0067,"smoking","F005"
"14649","cg13487667",0.0046,0.0012,1e-04,0.0067,"smoking","F005"
"14650","cg14082127",0.0038,0.001,1e-04,0.0067,"smoking","F005"
"14651","cg26096752",0.0048,0.0012,1e-04,0.0067,"smoking","F005"
"14652","cg13353574",-0.0095,0.0025,1e-04,0.0067,"smoking","F005"
"14653","cg26808747",0.0044,0.0012,1e-04,0.0068,"smoking","F005"
"14654","cg06376598",0.0055,0.0014,1e-04,0.0068,"smoking","F005"
"14655","cg00980784",-0.0053,0.0014,1e-04,0.0068,"smoking","F005"
"14656","cg10007134",0.0065,0.0017,1e-04,0.0068,"smoking","F005"
"14657","cg12187687",-0.0055,0.0015,1e-04,0.0068,"smoking","F005"
"14658","cg12093180",0.0044,0.0012,1e-04,0.0068,"smoking","F005"
"14659","cg26721803",-0.0066,0.0017,1e-04,0.0068,"smoking","F005"
"14660","cg19211880",0.0069,0.0018,1e-04,0.0068,"smoking","F005"
"14661","cg22599122",-0.0037,0.001,1e-04,0.0068,"smoking","F005"
"14662","cg18188916",-0.0031,8e-04,1e-04,0.0068,"smoking","F005"
"14663","cg26852723",0.0037,0.001,1e-04,0.0068,"smoking","F005"
"14664","cg01397513",-0.0022,6e-04,1e-04,0.0068,"smoking","F005"
"14665","cg10959999",-0.007,0.0018,1e-04,0.0068,"smoking","F005"
"14666","cg01300291",-0.0036,9e-04,1e-04,0.0068,"smoking","F005"
"14667","cg00138407",0.005,0.0013,1e-04,0.0068,"smoking","F005"
"14668","cg03873220",-0.0021,6e-04,1e-04,0.0068,"smoking","F005"
