"SC","variable","Pesticide"
"New Mexico-Santa Fe",2008,"DICAMBA"
"New Mexico-Santa Fe",2009,"DICAMBA"
"New Mexico-Santa Fe",2010,"DICAMBA"
"New Mexico-Santa Fe",2011,"DICAMBA"
"New Mexico-Santa Fe",2012,"DICAMBA"
"New Mexico-Socorro",1992,"DICAMBA"
"New Mexico-Socorro",1993,"DICAMBA"
"New Mexico-Socorro",1994,"DICAMBA"
"New Mexico-Socorro",1995,"DICAMBA"
"New Mexico-Socorro",1996,"DICAMBA"
"New Mexico-Socorro",1997,"DICAMBA"
"New Mexico-Socorro",1998,"DICAMBA"
"New Mexico-Socorro",1999,"DICAMBA"
"New Mexico-Socorro",2000,"DICAMBA"
"New Mexico-Socorro",2001,"DICAMBA"
"New Mexico-Socorro",2002,"DICAMBA"
"New Mexico-Socorro",2003,"DICAMBA"
"New Mexico-Socorro",2004,"DICAMBA"
"New Mexico-Socorro",2005,"DICAMBA"
"New Mexico-Socorro",2006,"DICAMBA"
"New Mexico-Socorro",2007,"DICAMBA"
"New Mexico-Socorro",2008,"DICAMBA"
"New Mexico-Socorro",2009,"DICAMBA"
"New Mexico-Socorro",2010,"DICAMBA"
"New Mexico-Socorro",2011,"DICAMBA"
"New Mexico-Socorro",2012,"DICAMBA"
"New Mexico-Taos",1992,"DICAMBA"
"New Mexico-Taos",1993,"DICAMBA"
"New Mexico-Taos",1994,"DICAMBA"
"New Mexico-Taos",1995,"DICAMBA"
"New Mexico-Taos",1996,"DICAMBA"
"New Mexico-Taos",1997,"DICAMBA"
"New Mexico-Taos",1998,"DICAMBA"
"New Mexico-Taos",1999,"DICAMBA"
"New Mexico-Taos",2000,"DICAMBA"
"New Mexico-Taos",2001,"DICAMBA"
"New Mexico-Taos",2002,"DICAMBA"
"New Mexico-Taos",2003,"DICAMBA"
"New Mexico-Taos",2004,"DICAMBA"
"New Mexico-Taos",2005,"DICAMBA"
"New Mexico-Taos",2006,"DICAMBA"
"New Mexico-Taos",2007,"DICAMBA"
"New Mexico-Taos",2008,"DICAMBA"
"New Mexico-Taos",2009,"DICAMBA"
"New Mexico-Taos",2010,"DICAMBA"
"New Mexico-Taos",2011,"DICAMBA"
"New Mexico-Taos",2012,"DICAMBA"
"Utah-Box Elder",1992,"DICAMBA"
"Utah-Box Elder",1993,"DICAMBA"
"Utah-Box Elder",1994,"DICAMBA"
"Utah-Box Elder",1995,"DICAMBA"
"Utah-Box Elder",1996,"DICAMBA"
"Utah-Box Elder",1997,"DICAMBA"
"Utah-Box Elder",1998,"DICAMBA"
"Utah-Box Elder",1999,"DICAMBA"
"Utah-Box Elder",2000,"DICAMBA"
"Utah-Box Elder",2001,"DICAMBA"
"Utah-Box Elder",2002,"DICAMBA"
"Utah-Box Elder",2003,"DICAMBA"
"Utah-Box Elder",2004,"DICAMBA"
"Utah-Box Elder",2005,"DICAMBA"
"Utah-Box Elder",2006,"DICAMBA"
"Utah-Box Elder",2007,"DICAMBA"
"Utah-Box Elder",2008,"DICAMBA"
"Utah-Box Elder",2009,"DICAMBA"
"Utah-Box Elder",2010,"DICAMBA"
"Utah-Box Elder",2011,"DICAMBA"
"Utah-Box Elder",2012,"DICAMBA"
"Utah-Cache",1992,"DICAMBA"
"Utah-Cache",1993,"DICAMBA"
"Utah-Cache",1994,"DICAMBA"
"Utah-Cache",1995,"DICAMBA"
"Utah-Cache",1996,"DICAMBA"
"Utah-Cache",1997,"DICAMBA"
"Utah-Cache",1998,"DICAMBA"
"Utah-Cache",1999,"DICAMBA"
"Utah-Cache",2000,"DICAMBA"
"Utah-Cache",2001,"DICAMBA"
"Utah-Cache",2002,"DICAMBA"
"Utah-Cache",2003,"DICAMBA"
"Utah-Cache",2004,"DICAMBA"
"Utah-Cache",2005,"DICAMBA"
"Utah-Cache",2006,"DICAMBA"
"Utah-Cache",2007,"DICAMBA"
"Utah-Cache",2008,"DICAMBA"
"Utah-Cache",2009,"DICAMBA"
"Utah-Cache",2010,"DICAMBA"
"Utah-Cache",2011,"DICAMBA"
"Utah-Cache",2012,"DICAMBA"
"Utah-Carbon",1992,"DICAMBA"
"Utah-Carbon",1993,"DICAMBA"
"Utah-Carbon",1994,"DICAMBA"
"Utah-Carbon",1995,"DICAMBA"
"Utah-Carbon",1996,"DICAMBA"
"Utah-Carbon",1997,"DICAMBA"
"Utah-Carbon",1998,"DICAMBA"
"Utah-Carbon",1999,"DICAMBA"
"Utah-Carbon",2000,"DICAMBA"
"Utah-Carbon",2001,"DICAMBA"
"Utah-Carbon",2002,"DICAMBA"
"Utah-Carbon",2003,"DICAMBA"
"Utah-Carbon",2004,"DICAMBA"
"Utah-Carbon",2005,"DICAMBA"
"Utah-Carbon",2006,"DICAMBA"
"Utah-Carbon",2007,"DICAMBA"
"Utah-Carbon",2008,"DICAMBA"
"Utah-Carbon",2009,"DICAMBA"
"Utah-Carbon",2010,"DICAMBA"
"Utah-Carbon",2011,"DICAMBA"
"Utah-Carbon",2012,"DICAMBA"
"Utah-Davis",1992,"DICAMBA"
"Utah-Davis",1993,"DICAMBA"
"Utah-Davis",1994,"DICAMBA"
"Utah-Davis",1995,"DICAMBA"
"Utah-Davis",1996,"DICAMBA"
"Utah-Davis",1997,"DICAMBA"
"Utah-Davis",1998,"DICAMBA"
"Utah-Davis",1999,"DICAMBA"
"Utah-Davis",2000,"DICAMBA"
"Utah-Davis",2001,"DICAMBA"
"Utah-Davis",2002,"DICAMBA"
"Utah-Davis",2003,"DICAMBA"
"Utah-Davis",2004,"DICAMBA"
"Utah-Davis",2005,"DICAMBA"
"Utah-Davis",2006,"DICAMBA"
"Utah-Davis",2007,"DICAMBA"
"Utah-Davis",2008,"DICAMBA"
"Utah-Davis",2009,"DICAMBA"
"Utah-Davis",2010,"DICAMBA"
"Utah-Davis",2011,"DICAMBA"
"Utah-Davis",2012,"DICAMBA"
"Utah-Iron",1992,"DICAMBA"
"Utah-Iron",1993,"DICAMBA"
"Utah-Iron",1994,"DICAMBA"
"Utah-Iron",1995,"DICAMBA"
"Utah-Iron",1996,"DICAMBA"
"Utah-Iron",1997,"DICAMBA"
"Utah-Iron",1998,"DICAMBA"
"Utah-Iron",1999,"DICAMBA"
"Utah-Iron",2000,"DICAMBA"
"Utah-Iron",2001,"DICAMBA"
"Utah-Iron",2002,"DICAMBA"
"Utah-Iron",2003,"DICAMBA"
"Utah-Iron",2004,"DICAMBA"
"Utah-Iron",2005,"DICAMBA"
"Utah-Iron",2006,"DICAMBA"
"Utah-Iron",2007,"DICAMBA"
"Utah-Iron",2008,"DICAMBA"
"Utah-Iron",2009,"DICAMBA"
"Utah-Iron",2010,"DICAMBA"
"Utah-Iron",2011,"DICAMBA"
"Utah-Iron",2012,"DICAMBA"
"Utah-Salt Lake",1992,"DICAMBA"
"Utah-Salt Lake",1993,"DICAMBA"
"Utah-Salt Lake",1994,"DICAMBA"
"Utah-Salt Lake",1995,"DICAMBA"
"Utah-Salt Lake",1996,"DICAMBA"
"Utah-Salt Lake",1997,"DICAMBA"
"Utah-Salt Lake",1998,"DICAMBA"
"Utah-Salt Lake",1999,"DICAMBA"
"Utah-Salt Lake",2000,"DICAMBA"
"Utah-Salt Lake",2001,"DICAMBA"
"Utah-Salt Lake",2002,"DICAMBA"
"Utah-Salt Lake",2003,"DICAMBA"
"Utah-Salt Lake",2004,"DICAMBA"
"Utah-Salt Lake",2005,"DICAMBA"
"Utah-Salt Lake",2006,"DICAMBA"
"Utah-Salt Lake",2007,"DICAMBA"
"Utah-Salt Lake",2008,"DICAMBA"
"Utah-Salt Lake",2009,"DICAMBA"
"Utah-Salt Lake",2010,"DICAMBA"
"Utah-Salt Lake",2011,"DICAMBA"
"Utah-Salt Lake",2012,"DICAMBA"
"Utah-Summit",1992,"DICAMBA"
"Utah-Summit",1993,"DICAMBA"
"Utah-Summit",1994,"DICAMBA"
"Utah-Summit",1995,"DICAMBA"
"Utah-Summit",1996,"DICAMBA"
"Utah-Summit",1997,"DICAMBA"
"Utah-Summit",1998,"DICAMBA"
"Utah-Summit",1999,"DICAMBA"
"Utah-Summit",2000,"DICAMBA"
"Utah-Summit",2001,"DICAMBA"
"Utah-Summit",2002,"DICAMBA"
"Utah-Summit",2003,"DICAMBA"
"Utah-Summit",2004,"DICAMBA"
"Utah-Summit",2005,"DICAMBA"
"Utah-Summit",2006,"DICAMBA"
"Utah-Summit",2007,"DICAMBA"
"Utah-Summit",2008,"DICAMBA"
"Utah-Summit",2009,"DICAMBA"
"Utah-Summit",2010,"DICAMBA"
"Utah-Summit",2011,"DICAMBA"
"Utah-Summit",2012,"DICAMBA"
"Utah-Tooele",1992,"DICAMBA"
"Utah-Tooele",1993,"DICAMBA"
"Utah-Tooele",1994,"DICAMBA"
"Utah-Tooele",1995,"DICAMBA"
"Utah-Tooele",1996,"DICAMBA"
"Utah-Tooele",1997,"DICAMBA"
"Utah-Tooele",1998,"DICAMBA"
"Utah-Tooele",1999,"DICAMBA"
"Utah-Tooele",2000,"DICAMBA"
"Utah-Tooele",2001,"DICAMBA"
"Utah-Tooele",2002,"DICAMBA"
"Utah-Tooele",2003,"DICAMBA"
"Utah-Tooele",2004,"DICAMBA"
"Utah-Tooele",2005,"DICAMBA"
"Utah-Tooele",2006,"DICAMBA"
"Utah-Tooele",2007,"DICAMBA"
"Utah-Tooele",2008,"DICAMBA"
"Utah-Tooele",2009,"DICAMBA"
"Utah-Tooele",2010,"DICAMBA"
"Utah-Tooele",2011,"DICAMBA"
"Utah-Tooele",2012,"DICAMBA"
"Utah-Utah",1992,"DICAMBA"
"Utah-Utah",1993,"DICAMBA"
"Utah-Utah",1994,"DICAMBA"
"Utah-Utah",1995,"DICAMBA"
"Utah-Utah",1996,"DICAMBA"
"Utah-Utah",1997,"DICAMBA"
"Utah-Utah",1998,"DICAMBA"
"Utah-Utah",1999,"DICAMBA"
"Utah-Utah",2000,"DICAMBA"
"Utah-Utah",2001,"DICAMBA"
"Utah-Utah",2002,"DICAMBA"
"Utah-Utah",2003,"DICAMBA"
"Utah-Utah",2004,"DICAMBA"
"Utah-Utah",2005,"DICAMBA"
"Utah-Utah",2006,"DICAMBA"
"Utah-Utah",2007,"DICAMBA"
"Utah-Utah",2008,"DICAMBA"
"Utah-Utah",2009,"DICAMBA"
"Utah-Utah",2010,"DICAMBA"
"Utah-Utah",2011,"DICAMBA"
"Utah-Utah",2012,"DICAMBA"
"Utah-Washington",1992,"DICAMBA"
"Utah-Washington",1993,"DICAMBA"
"Utah-Washington",1994,"DICAMBA"
"Utah-Washington",1995,"DICAMBA"
"Utah-Washington",1996,"DICAMBA"
"Utah-Washington",1997,"DICAMBA"
"Utah-Washington",1998,"DICAMBA"
"Utah-Washington",1999,"DICAMBA"
"Utah-Washington",2000,"DICAMBA"
"Utah-Washington",2001,"DICAMBA"
"Utah-Washington",2002,"DICAMBA"
"Utah-Washington",2003,"DICAMBA"
"Utah-Washington",2004,"DICAMBA"
"Utah-Washington",2005,"DICAMBA"
"Utah-Washington",2006,"DICAMBA"
"Utah-Washington",2007,"DICAMBA"
"Utah-Washington",2008,"DICAMBA"
"Utah-Washington",2009,"DICAMBA"
"Utah-Washington",2010,"DICAMBA"
"Utah-Washington",2011,"DICAMBA"
"Utah-Washington",2012,"DICAMBA"
"Utah-Weber",1992,"DICAMBA"
"Utah-Weber",1993,"DICAMBA"
"Utah-Weber",1994,"DICAMBA"
"Utah-Weber",1995,"DICAMBA"
"Utah-Weber",1996,"DICAMBA"
"Utah-Weber",1997,"DICAMBA"
"Utah-Weber",1998,"DICAMBA"
"Utah-Weber",1999,"DICAMBA"
"Utah-Weber",2000,"DICAMBA"
"Utah-Weber",2001,"DICAMBA"
"Utah-Weber",2002,"DICAMBA"
"Utah-Weber",2003,"DICAMBA"
"Utah-Weber",2004,"DICAMBA"
"Utah-Weber",2005,"DICAMBA"
"Utah-Weber",2006,"DICAMBA"
"Utah-Weber",2007,"DICAMBA"
"Utah-Weber",2008,"DICAMBA"
"Utah-Weber",2009,"DICAMBA"
"Utah-Weber",2010,"DICAMBA"
"Utah-Weber",2011,"DICAMBA"
"Utah-Weber",2012,"DICAMBA"
"Washington-Clallam",1992,"DICAMBA"
"Washington-Clallam",1993,"DICAMBA"
"Washington-Clallam",1994,"DICAMBA"
"Washington-Clallam",1995,"DICAMBA"
"Washington-Clallam",1996,"DICAMBA"
"Washington-Clallam",1997,"DICAMBA"
"Washington-Clallam",1998,"DICAMBA"
"Washington-Clallam",1999,"DICAMBA"
"Washington-Clallam",2000,"DICAMBA"
"Washington-Clallam",2001,"DICAMBA"
"Washington-Clallam",2002,"DICAMBA"
"Washington-Clallam",2003,"DICAMBA"
"Washington-Clallam",2004,"DICAMBA"
"Washington-Clallam",2005,"DICAMBA"
"Washington-Clallam",2006,"DICAMBA"
"Washington-Clallam",2007,"DICAMBA"
"Washington-Clallam",2008,"DICAMBA"
"Washington-Clallam",2009,"DICAMBA"
"Washington-Clallam",2010,"DICAMBA"
"Washington-Clallam",2011,"DICAMBA"
"Washington-Clallam",2012,"DICAMBA"
"Washington-Grays Harbor",1992,"DICAMBA"
"Washington-Grays Harbor",1993,"DICAMBA"
"Washington-Grays Harbor",1994,"DICAMBA"
"Washington-Grays Harbor",1995,"DICAMBA"
"Washington-Grays Harbor",1996,"DICAMBA"
"Washington-Grays Harbor",1997,"DICAMBA"
"Washington-Grays Harbor",1998,"DICAMBA"
"Washington-Grays Harbor",1999,"DICAMBA"
"Washington-Grays Harbor",2000,"DICAMBA"
"Washington-Grays Harbor",2001,"DICAMBA"
"Washington-Grays Harbor",2002,"DICAMBA"
"Washington-Grays Harbor",2003,"DICAMBA"
"Washington-Grays Harbor",2004,"DICAMBA"
"Washington-Grays Harbor",2005,"DICAMBA"
"Washington-Grays Harbor",2006,"DICAMBA"
"Washington-Grays Harbor",2007,"DICAMBA"
"Washington-Grays Harbor",2008,"DICAMBA"
"Washington-Grays Harbor",2009,"DICAMBA"
"Washington-Grays Harbor",2010,"DICAMBA"
"Washington-Grays Harbor",2011,"DICAMBA"
"Washington-Grays Harbor",2012,"DICAMBA"
"Washington-Island",1992,"DICAMBA"
"Washington-Island",1993,"DICAMBA"
"Washington-Island",1994,"DICAMBA"
"Washington-Island",1995,"DICAMBA"
"Washington-Island",1996,"DICAMBA"
"Washington-Island",1997,"DICAMBA"
"Washington-Island",1998,"DICAMBA"
"Washington-Island",1999,"DICAMBA"
"Washington-Island",2000,"DICAMBA"
"Washington-Island",2001,"DICAMBA"
"Washington-Island",2002,"DICAMBA"
"Washington-Island",2003,"DICAMBA"
"Washington-Island",2004,"DICAMBA"
"Washington-Island",2005,"DICAMBA"
"Washington-Island",2006,"DICAMBA"
"Washington-Island",2007,"DICAMBA"
"Washington-Island",2008,"DICAMBA"
"Washington-Island",2009,"DICAMBA"
"Washington-Island",2010,"DICAMBA"
"Washington-Island",2011,"DICAMBA"
"Washington-Island",2012,"DICAMBA"
"Washington-Jefferson",1992,"DICAMBA"
"Washington-Jefferson",1993,"DICAMBA"
"Washington-Jefferson",1994,"DICAMBA"
"Washington-Jefferson",1995,"DICAMBA"
"Washington-Jefferson",1996,"DICAMBA"
"Washington-Jefferson",1997,"DICAMBA"
"Washington-Jefferson",1998,"DICAMBA"
"Washington-Jefferson",1999,"DICAMBA"
"Washington-Jefferson",2000,"DICAMBA"
"Washington-Jefferson",2001,"DICAMBA"
"Washington-Jefferson",2002,"DICAMBA"
"Washington-Jefferson",2003,"DICAMBA"
"Washington-Jefferson",2004,"DICAMBA"
"Washington-Jefferson",2005,"DICAMBA"
"Washington-Jefferson",2006,"DICAMBA"
"Washington-Jefferson",2007,"DICAMBA"
"Washington-Jefferson",2008,"DICAMBA"
"Washington-Jefferson",2009,"DICAMBA"
"Washington-Jefferson",2010,"DICAMBA"
"Washington-Jefferson",2011,"DICAMBA"
"Washington-Jefferson",2012,"DICAMBA"
"Washington-King",1992,"DICAMBA"
"Washington-King",1993,"DICAMBA"
"Washington-King",1994,"DICAMBA"
"Washington-King",1995,"DICAMBA"
"Washington-King",1996,"DICAMBA"
"Washington-King",1997,"DICAMBA"
"Washington-King",1998,"DICAMBA"
"Washington-King",1999,"DICAMBA"
"Washington-King",2000,"DICAMBA"
"Washington-King",2001,"DICAMBA"
"Washington-King",2002,"DICAMBA"
"Washington-King",2003,"DICAMBA"
"Washington-King",2004,"DICAMBA"
"Washington-King",2005,"DICAMBA"
"Washington-King",2006,"DICAMBA"
"Washington-King",2007,"DICAMBA"
"Washington-King",2008,"DICAMBA"
"Washington-King",2009,"DICAMBA"
"Washington-King",2010,"DICAMBA"
"Washington-King",2011,"DICAMBA"
"Washington-King",2012,"DICAMBA"
"Washington-Kitsap",1992,"DICAMBA"
"Washington-Kitsap",1993,"DICAMBA"
"Washington-Kitsap",1994,"DICAMBA"
"Washington-Kitsap",1995,"DICAMBA"
"Washington-Kitsap",1996,"DICAMBA"
"Washington-Kitsap",1997,"DICAMBA"
"Washington-Kitsap",1998,"DICAMBA"
"Washington-Kitsap",1999,"DICAMBA"
"Washington-Kitsap",2000,"DICAMBA"
"Washington-Kitsap",2001,"DICAMBA"
"Washington-Kitsap",2002,"DICAMBA"
"Washington-Kitsap",2003,"DICAMBA"
"Washington-Kitsap",2004,"DICAMBA"
"Washington-Kitsap",2005,"DICAMBA"
"Washington-Kitsap",2006,"DICAMBA"
"Washington-Kitsap",2007,"DICAMBA"
"Washington-Kitsap",2008,"DICAMBA"
"Washington-Kitsap",2009,"DICAMBA"
"Washington-Kitsap",2010,"DICAMBA"
"Washington-Kitsap",2011,"DICAMBA"
"Washington-Kitsap",2012,"DICAMBA"
"Washington-Mason",1992,"DICAMBA"
"Washington-Mason",1993,"DICAMBA"
"Washington-Mason",1994,"DICAMBA"
"Washington-Mason",1995,"DICAMBA"
"Washington-Mason",1996,"DICAMBA"
"Washington-Mason",1997,"DICAMBA"
"Washington-Mason",1998,"DICAMBA"
"Washington-Mason",1999,"DICAMBA"
"Washington-Mason",2000,"DICAMBA"
"Washington-Mason",2001,"DICAMBA"
"Washington-Mason",2002,"DICAMBA"
"Washington-Mason",2003,"DICAMBA"
"Washington-Mason",2004,"DICAMBA"
"Washington-Mason",2005,"DICAMBA"
"Washington-Mason",2006,"DICAMBA"
"Washington-Mason",2007,"DICAMBA"
"Washington-Mason",2008,"DICAMBA"
"Washington-Mason",2009,"DICAMBA"
"Washington-Mason",2010,"DICAMBA"
"Washington-Mason",2011,"DICAMBA"
"Washington-Mason",2012,"DICAMBA"
"Washington-Pierce",1992,"DICAMBA"
"Washington-Pierce",1993,"DICAMBA"
"Washington-Pierce",1994,"DICAMBA"
"Washington-Pierce",1995,"DICAMBA"
"Washington-Pierce",1996,"DICAMBA"
"Washington-Pierce",1997,"DICAMBA"
"Washington-Pierce",1998,"DICAMBA"
"Washington-Pierce",1999,"DICAMBA"
"Washington-Pierce",2000,"DICAMBA"
"Washington-Pierce",2001,"DICAMBA"
"Washington-Pierce",2002,"DICAMBA"
"Washington-Pierce",2003,"DICAMBA"
"Washington-Pierce",2004,"DICAMBA"
"Washington-Pierce",2005,"DICAMBA"
"Washington-Pierce",2006,"DICAMBA"
"Washington-Pierce",2007,"DICAMBA"
"Washington-Pierce",2008,"DICAMBA"
"Washington-Pierce",2009,"DICAMBA"
"Washington-Pierce",2010,"DICAMBA"
"Washington-Pierce",2011,"DICAMBA"
"Washington-Pierce",2012,"DICAMBA"
"Washington-Skagit",1992,"DICAMBA"
"Washington-Skagit",1993,"DICAMBA"
"Washington-Skagit",1994,"DICAMBA"
"Washington-Skagit",1995,"DICAMBA"
"Washington-Skagit",1996,"DICAMBA"
"Washington-Skagit",1997,"DICAMBA"
"Washington-Skagit",1998,"DICAMBA"
"Washington-Skagit",1999,"DICAMBA"
"Washington-Skagit",2000,"DICAMBA"
"Washington-Skagit",2001,"DICAMBA"
"Washington-Skagit",2002,"DICAMBA"
"Washington-Skagit",2003,"DICAMBA"
"Washington-Skagit",2004,"DICAMBA"
"Washington-Skagit",2005,"DICAMBA"
"Washington-Skagit",2006,"DICAMBA"
"Washington-Skagit",2007,"DICAMBA"
"Washington-Skagit",2008,"DICAMBA"
"Washington-Skagit",2009,"DICAMBA"
"Washington-Skagit",2010,"DICAMBA"
"Washington-Skagit",2011,"DICAMBA"
"Washington-Skagit",2012,"DICAMBA"
"Washington-Snohomish",1992,"DICAMBA"
"Washington-Snohomish",1993,"DICAMBA"
"Washington-Snohomish",1994,"DICAMBA"
"Washington-Snohomish",1995,"DICAMBA"
"Washington-Snohomish",1996,"DICAMBA"
"Washington-Snohomish",1997,"DICAMBA"
"Washington-Snohomish",1998,"DICAMBA"
"Washington-Snohomish",1999,"DICAMBA"
"Washington-Snohomish",2000,"DICAMBA"
"Washington-Snohomish",2001,"DICAMBA"
"Washington-Snohomish",2002,"DICAMBA"
"Washington-Snohomish",2003,"DICAMBA"
"Washington-Snohomish",2004,"DICAMBA"
"Washington-Snohomish",2005,"DICAMBA"
"Washington-Snohomish",2006,"DICAMBA"
"Washington-Snohomish",2007,"DICAMBA"
"Washington-Snohomish",2008,"DICAMBA"
"Washington-Snohomish",2009,"DICAMBA"
"Washington-Snohomish",2010,"DICAMBA"
"Washington-Snohomish",2011,"DICAMBA"
"Washington-Snohomish",2012,"DICAMBA"
"Washington-Thurston",1992,"DICAMBA"
"Washington-Thurston",1993,"DICAMBA"
"Washington-Thurston",1994,"DICAMBA"
"Washington-Thurston",1995,"DICAMBA"
"Washington-Thurston",1996,"DICAMBA"
"Washington-Thurston",1997,"DICAMBA"
"Washington-Thurston",1998,"DICAMBA"
"Washington-Thurston",1999,"DICAMBA"
"Washington-Thurston",2000,"DICAMBA"
"Washington-Thurston",2001,"DICAMBA"
"Washington-Thurston",2002,"DICAMBA"
"Washington-Thurston",2003,"DICAMBA"
"Washington-Thurston",2004,"DICAMBA"
"Washington-Thurston",2005,"DICAMBA"
"Washington-Thurston",2006,"DICAMBA"
"Washington-Thurston",2007,"DICAMBA"
"Washington-Thurston",2008,"DICAMBA"
"Washington-Thurston",2009,"DICAMBA"
"Washington-Thurston",2010,"DICAMBA"
"Washington-Thurston",2011,"DICAMBA"
"Washington-Thurston",2012,"DICAMBA"
"Washington-Whatcom",1992,"DICAMBA"
"Washington-Whatcom",1993,"DICAMBA"
"Washington-Whatcom",1994,"DICAMBA"
"Washington-Whatcom",1995,"DICAMBA"
"Washington-Whatcom",1996,"DICAMBA"
"Washington-Whatcom",1997,"DICAMBA"
"Washington-Whatcom",1998,"DICAMBA"
"Washington-Whatcom",1999,"DICAMBA"
"Washington-Whatcom",2000,"DICAMBA"
"Washington-Whatcom",2001,"DICAMBA"
"Washington-Whatcom",2002,"DICAMBA"
"Washington-Whatcom",2003,"DICAMBA"
"Washington-Whatcom",2004,"DICAMBA"
"Washington-Whatcom",2005,"DICAMBA"
"Washington-Whatcom",2006,"DICAMBA"
"Washington-Whatcom",2007,"DICAMBA"
"Washington-Whatcom",2008,"DICAMBA"
"Washington-Whatcom",2009,"DICAMBA"
"Washington-Whatcom",2010,"DICAMBA"
"Washington-Whatcom",2011,"DICAMBA"
"Washington-Whatcom",2012,"DICAMBA"
"California-Alameda",1992,"GLYPHOSATE"
"California-Alameda",1993,"GLYPHOSATE"
"California-Alameda",1994,"GLYPHOSATE"
"California-Alameda",1995,"GLYPHOSATE"
"California-Alameda",1996,"GLYPHOSATE"
"California-Alameda",1997,"GLYPHOSATE"
"California-Alameda",1998,"GLYPHOSATE"
"California-Alameda",1999,"GLYPHOSATE"
"California-Alameda",2000,"GLYPHOSATE"
"California-Alameda",2001,"GLYPHOSATE"
"California-Alameda",2002,"GLYPHOSATE"
"California-Alameda",2003,"GLYPHOSATE"
"California-Alameda",2004,"GLYPHOSATE"
"California-Alameda",2005,"GLYPHOSATE"
"California-Alameda",2006,"GLYPHOSATE"
"California-Alameda",2007,"GLYPHOSATE"
"California-Alameda",2008,"GLYPHOSATE"
"California-Alameda",2009,"GLYPHOSATE"
"California-Alameda",2010,"GLYPHOSATE"
"California-Alameda",2011,"GLYPHOSATE"
"California-Alameda",2012,"GLYPHOSATE"
"California-Contra Costa",1992,"GLYPHOSATE"
"California-Contra Costa",1993,"GLYPHOSATE"
"California-Contra Costa",1994,"GLYPHOSATE"
"California-Contra Costa",1995,"GLYPHOSATE"
"California-Contra Costa",1996,"GLYPHOSATE"
"California-Contra Costa",1997,"GLYPHOSATE"
"California-Contra Costa",1998,"GLYPHOSATE"
"California-Contra Costa",1999,"GLYPHOSATE"
"California-Contra Costa",2000,"GLYPHOSATE"
"California-Contra Costa",2001,"GLYPHOSATE"
"California-Contra Costa",2002,"GLYPHOSATE"
"California-Contra Costa",2003,"GLYPHOSATE"
"California-Contra Costa",2004,"GLYPHOSATE"
"California-Contra Costa",2005,"GLYPHOSATE"
"California-Contra Costa",2006,"GLYPHOSATE"
"California-Contra Costa",2007,"GLYPHOSATE"
"California-Contra Costa",2008,"GLYPHOSATE"
"California-Contra Costa",2009,"GLYPHOSATE"
"California-Contra Costa",2010,"GLYPHOSATE"
"California-Contra Costa",2011,"GLYPHOSATE"
"California-Contra Costa",2012,"GLYPHOSATE"
"California-Marin",1992,"GLYPHOSATE"
"California-Marin",1993,"GLYPHOSATE"
"California-Marin",1994,"GLYPHOSATE"
"California-Marin",1995,"GLYPHOSATE"
"California-Marin",1996,"GLYPHOSATE"
"California-Marin",1997,"GLYPHOSATE"
"California-Marin",1998,"GLYPHOSATE"
"California-Marin",1999,"GLYPHOSATE"
"California-Marin",2000,"GLYPHOSATE"
"California-Marin",2001,"GLYPHOSATE"
"California-Marin",2002,"GLYPHOSATE"
"California-Marin",2003,"GLYPHOSATE"
"California-Marin",2004,"GLYPHOSATE"
"California-Marin",2005,"GLYPHOSATE"
"California-Marin",2006,"GLYPHOSATE"
"California-Marin",2007,"GLYPHOSATE"
"California-Marin",2008,"GLYPHOSATE"
"California-Marin",2009,"GLYPHOSATE"
"California-Marin",2010,"GLYPHOSATE"
"California-Marin",2011,"GLYPHOSATE"
"California-Marin",2012,"GLYPHOSATE"
"California-Monterey",1992,"GLYPHOSATE"
"California-Monterey",1993,"GLYPHOSATE"
"California-Monterey",1994,"GLYPHOSATE"
"California-Monterey",1995,"GLYPHOSATE"
"California-Monterey",1996,"GLYPHOSATE"
"California-Monterey",1997,"GLYPHOSATE"
"California-Monterey",1998,"GLYPHOSATE"
"California-Monterey",1999,"GLYPHOSATE"
"California-Monterey",2000,"GLYPHOSATE"
"California-Monterey",2001,"GLYPHOSATE"
"California-Monterey",2002,"GLYPHOSATE"
"California-Monterey",2003,"GLYPHOSATE"
"California-Monterey",2004,"GLYPHOSATE"
"California-Monterey",2005,"GLYPHOSATE"
"California-Monterey",2006,"GLYPHOSATE"
"California-Monterey",2007,"GLYPHOSATE"
"California-Monterey",2008,"GLYPHOSATE"
"California-Monterey",2009,"GLYPHOSATE"
"California-Monterey",2010,"GLYPHOSATE"
"California-Monterey",2011,"GLYPHOSATE"
"California-Monterey",2012,"GLYPHOSATE"
"California-San Benito",1992,"GLYPHOSATE"
"California-San Benito",1993,"GLYPHOSATE"
"California-San Benito",1994,"GLYPHOSATE"
"California-San Benito",1995,"GLYPHOSATE"
"California-San Benito",1996,"GLYPHOSATE"
"California-San Benito",1997,"GLYPHOSATE"
"California-San Benito",1998,"GLYPHOSATE"
"California-San Benito",1999,"GLYPHOSATE"
"California-San Benito",2000,"GLYPHOSATE"
"California-San Benito",2001,"GLYPHOSATE"
"California-San Benito",2002,"GLYPHOSATE"
"California-San Benito",2003,"GLYPHOSATE"
"California-San Benito",2004,"GLYPHOSATE"
"California-San Benito",2005,"GLYPHOSATE"
"California-San Benito",2006,"GLYPHOSATE"
