"SC","variable","value","EPEST_HIGH_KG","Area","perArea","logArea"
"Iowa-Marshall",1995,76,37.5,572.5,0.0655021834061135,-2.72567180245203
"Iowa-Marshall",1996,19,493.1,572.5,0.861310043668122,-0.149300742198315
"Iowa-Marshall",1997,83,51.2,572.5,0.0894323144104804,-2.41427320338293
"Iowa-Marshall",1998,27,19.6,572.5,0.034235807860262,-3.37448316919192
"Iowa-Marshall",1999,87,45.9,572.5,0.080174672489083,-2.52354761836189
"Iowa-Marshall",2000,47,12.8,572.5,0.0223580786026201,-3.80056756450282
"Iowa-Marshall",2001,19,6.3,572.5,0.0110043668122271,-4.50946310203091
"Iowa-Marshall",2002,21,78.1,572.5,0.136419213973799,-1.99202267858276
"Iowa-Marshall",2003,29,182.7,572.5,0.319126637554585,-1.14216727204443
"Iowa-Marshall",2004,25,164.6,572.5,0.287510917030568,-1.24649444718542
"Iowa-Marshall",2005,69,7.7,572.5,0.0134497816593886,-4.30879240656876
"Iowa-Marshall",2006,32,33.4,572.5,0.0583406113537118,-2.84145683544574
"Iowa-Marshall",2007,58,29.1,572.5,0.0508296943231441,-2.97927456125095
"Iowa-Marshall",2008,46,8.5,572.5,0.0148471615720524,-4.20994657193212
"Iowa-Marshall",2009,16,322.7,572.5,0.563668122270742,-0.573289636370479
"Iowa-Marshall",2010,63,27.3,572.5,0.0476855895196507,-3.04312603323748
"Iowa-Marshall",2012,89,67.7,572.5,0.11825327510917,-2.13492655551017
"Iowa-Mitchell",1992,61,28.2,469.25,0.0600958977091103,-2.81181369752255
"Iowa-Mitchell",1993,88,51,469.25,0.108684070324987,-2.21931004274229
"Iowa-Mitchell",1994,47,25.9,469.25,0.0551944592434736,-2.89689270676113
"Iowa-Mitchell",1995,13,20.5,469.25,0.0436867341502397,-3.13071078932226
"Iowa-Mitchell",1996,35,317.5,469.25,0.676611614278103,-0.390657857133872
"Iowa-Mitchell",1997,38,12.6,469.25,0.0268513585508791,-3.61743886150918
"Iowa-Mitchell",1998,95,6.6,469.25,0.0140649973361747,-4.26406602643424
"Iowa-Mitchell",1999,15,2.6,469.25,0.00554075652637187,-5.19562423043918
"Iowa-Mitchell",2000,72,29.9,469.25,0.0637187000532765,-2.75327719506998
"Iowa-Mitchell",2002,86,30.4,469.25,0.0647842301545019,-2.73669306705444
"Iowa-Mitchell",2003,71,119.3,469.25,0.254235482152371,-1.36949434636275
"Iowa-Mitchell",2004,24,48.5,469.25,0.10335641981886,-2.26957187752318
"Iowa-Mitchell",2005,4,29.4,469.25,0.0626531699520511,-2.77014100112198
"Iowa-Mitchell",2006,28,11.8,469.25,0.0251465103889185,-3.683036143995
"Iowa-Mitchell",2007,43,25.5,469.25,0.0543420351624933,-2.91245722330224
"Iowa-Mitchell",2008,4,1.6,469.25,0.00340969632392115,-5.68113204622088
"Iowa-Mitchell",2009,63,46.6,469.25,0.0993074054342035,-2.30953513433502
"Iowa-Mitchell",2010,17,17.3,469.25,0.0368673415023974,-3.30042917396289
"Iowa-Mitchell",2011,2,1.1,469.25,0.00234416622269579,-6.05582549566229
"Iowa-Mitchell",2012,22,18.4,469.25,0.0392115077250932,-3.23878501085168
"Iowa-Montgomery",1992,44,94.6,424.09,0.223065858662076,-1.50028822080022
"Iowa-Montgomery",1993,6,186.1,424.09,0.438821948171379,-0.823661533209848
"Iowa-Montgomery",1994,66,223.9,424.09,0.527953972034238,-0.638746173253345
"Iowa-Montgomery",1995,26,293.4,424.09,0.691834280459336,-0.368408831149173
"Iowa-Montgomery",1996,24,165.2,424.09,0.389539956141385,-0.942788835771176
"Iowa-Montgomery",1997,8,252.7,424.09,0.595864085453559,-0.517742682463906
"Iowa-Montgomery",1998,43,235.8,424.09,0.556014053620694,-0.586961708754783
"Iowa-Montgomery",1999,31,14,424.09,0.0330118606899479,-3.41088836724279
"Iowa-Montgomery",2000,68,40.5,424.09,0.0954985969959207,-2.34864372274556
"Iowa-Montgomery",2001,42,18.5,424.09,0.0436228159117169,-3.13217496477377
"Iowa-Montgomery",2003,58,163.1,424.09,0.384588177037893,-0.955582187231085
"Iowa-Montgomery",2004,23,53.9,424.09,0.127095663656299,-2.06281521894311
"Iowa-Montgomery",2005,89,264.2,424.09,0.622980971020302,-0.473239304769829
"Iowa-Montgomery",2007,11,198.7,424.09,0.468532622792332,-0.758149547300282
"Iowa-Montgomery",2008,34,256.2,424.09,0.604117050626046,-0.50398730739542
"Iowa-Montgomery",2009,60,345.2,424.09,0.813978165012144,-0.20582173764878
"Iowa-Montgomery",2011,30,39,424.09,0.0919616119219977,-2.38638405072841
"Iowa-Montgomery",2012,28,36.4,424.09,0.0858308377938645,-2.45537692221536
"Iowa-Muscatine",1992,31,18.2,437.44,0.0416057059253841,-3.17951795945283
"Iowa-Muscatine",1993,14,48.2,437.44,0.110186539868325,-2.20558053247903
"Iowa-Muscatine",1994,20,49.5,437.44,0.113158376005852,-2.17896688396094
"Iowa-Muscatine",1995,25,75.6,437.44,0.172823701536211,-1.7554832703501
"Iowa-Muscatine",1996,34,20.6,437.44,0.0470921726408193,-3.05564847774005
"Iowa-Muscatine",1997,80,22.1,437.44,0.0505212143379664,-2.98536194501188
"Iowa-Muscatine",1998,46,6.4,437.44,0.0146305779078274,-4.22464156316996
"Iowa-Muscatine",1999,52,3,437.44,0.00685808339429407,-4.98232726486748
"Iowa-Muscatine",2000,82,4.8,437.44,0.0109729334308705,-4.51232363562174
"Iowa-Muscatine",2001,68,5.2,437.44,0.0118873445501097,-4.43228092794821
"Iowa-Muscatine",2002,73,70.6,437.44,0.161393562545721,-1.82390940903639
"Iowa-Muscatine",2003,59,92,437.44,0.210314557425018,-1.55915097648655
"Iowa-Muscatine",2004,68,95.6,437.44,0.218544257498171,-1.52076673347823
"Iowa-Muscatine",2005,51,2.3,437.44,0.00525786393562546,-5.24803043060048
"Iowa-Muscatine",2006,89,14,437.44,0.0320043891733723,-3.44188222392033
"Iowa-Muscatine",2007,7,16.7,437.44,0.038176664228237,-3.26553083411288
"Iowa-Muscatine",2008,26,264.7,437.44,0.605111558156547,-0.502342444302529
"Iowa-Muscatine",2009,13,74.1,437.44,0.169394659839064,-1.77552402123354
"Iowa-Muscatine",2010,5,140.3,437.44,0.320729700073153,-1.13715656642717
"Iowa-Muscatine",2011,80,83.6,437.44,0.191111923920995,-1.65489603344493
"Iowa-Muscatine",2012,45,14.6,437.44,0.0333760058522312,-3.39991802482129
"Iowa-Page",1992,66,146.4,534.94,0.2736755523984,-1.29581198954686
"Iowa-Page",1993,84,291.1,534.94,0.54417317830037,-0.60848774032249
"Iowa-Page",1994,17,363.5,534.94,0.679515459677721,-0.386375294100493
"Iowa-Page",1995,92,455.2,534.94,0.850936553632183,-0.161417708261946
"Iowa-Page",1996,64,256.3,534.94,0.479119153549931,-0.735805957704041
"Iowa-Page",1997,81,365.4,534.94,0.683067259879613,-0.38116194713016
"Iowa-Page",1998,90,389.9,534.94,0.728866788798744,-0.316264295085515
"Iowa-Page",1999,70,22.5,534.94,0.0420607918645082,-3.16863928186369
"Iowa-Page",2000,3,63.4,534.94,0.118517964631547,-2.13269072963089
"Iowa-Page",2001,33,28.3,534.94,0.0529031293229147,-2.93929278642488
"Iowa-Page",2003,40,239.1,534.94,0.446966014880173,-0.805272716609789
"Iowa-Page",2004,36,77.2,534.94,0.144315250308446,-1.93575513404334
"Iowa-Page",2005,3,369.7,534.94,0.691105544547052,-0.369462725131481
"Iowa-Page",2007,81,266,534.94,0.497252028264852,-0.698658282292368
"Iowa-Page",2008,17,371,534.94,0.693535723632557,-0.365952528466632
"Iowa-Page",2011,37,61.3,534.94,0.114592290724193,-2.1663747481319
"Iowa-Page",2012,88,59.2,534.94,0.110666616816839,-2.20123304918411
"Iowa-Plymouth",1992,65,555.4,862.82,0.643703205767136,-0.440517519716711
"Iowa-Plymouth",1995,26,199.6,862.82,0.231334461417213,-1.46389073071205
"Iowa-Plymouth",1997,97,191.3,862.82,0.221714842029624,-1.5063632181432
"Iowa-Plymouth",1998,46,64.3,862.82,0.0745230754966273,-2.59664646334584
"Iowa-Plymouth",1999,60,219.4,862.82,0.254282469112909,-1.36930954674828
"Iowa-Plymouth",2000,23,209.9,862.82,0.243272061380126,-1.41357486776282
"Iowa-Plymouth",2001,32,10.2,862.82,0.0118217009341462,-4.43781837429918
"Iowa-Plymouth",2002,36,138.6,862.82,0.160636053869869,-1.8286140078336
"Iowa-Plymouth",2004,71,285.4,862.82,0.33077582809856,-1.10631438954668
"Iowa-Plymouth",2005,97,132.9,862.82,0.154029809230199,-1.87060912887021
"Iowa-Plymouth",2006,74,58.2,862.82,0.0674532347418929,-2.69632073985202
"Iowa-Plymouth",2007,82,87.5,862.82,0.101411650170372,-2.28856730122584
"Iowa-Plymouth",2008,67,148.9,862.82,0.172573653832781,-1.75693115489945
"Iowa-Plymouth",2009,97,132.8,862.82,0.153913910201433,-1.87136185754707
"Iowa-Plymouth",2010,61,106.5,862.82,0.123432465635938,-2.09206110943993
"Iowa-Plymouth",2011,3,39.4,862.82,0.0456642173338587,-3.08644027828552
"Iowa-Plymouth",2012,93,125.4,862.82,0.145337382072738,-1.92869746639059
"Iowa-Polk",1992,95,21.9,572.2,0.0382733310031457,-3.26300194379356
"Iowa-Polk",1993,58,67,572.2,0.117091925900035,-2.14479596122504
"Iowa-Polk",1994,70,120.5,572.2,0.210590702551555,-1.5578388276853
"Iowa-Polk",1995,18,25.5,572.2,0.0445648374694163,-3.11081012845163
"Iowa-Polk",1996,37,337.8,572.2,0.590353023418385,-0.52703457624231
"Iowa-Polk",1997,11,33.9,572.2,0.0592450192240475,-2.82607356622961
"Iowa-Polk",1998,9,12.9,572.2,0.0225445648374694,-3.79226126924838
"Iowa-Polk",1999,66,29.8,572.2,0.0520796924152394,-2.95498018710465
"Iowa-Polk",2000,83,8.2,572.2,0.0143306536176162,-4.2453544263458
"Iowa-Polk",2001,8,4,572.2,0.00699056274030059,-4.96319421949612
"Iowa-Polk",2002,56,48.9,572.2,0.0854596295001748,-2.45971118413518
"Iowa-Polk",2003,40,114.3,572.2,0.199755330304089,-1.61066200981525
"Iowa-Polk",2004,36,103,572.2,0.18000699056274,-1.71475959238638
"Iowa-Polk",2005,61,4.8,572.2,0.00838867528836071,-4.78087266270216
"Iowa-Polk",2006,46,20.9,572.2,0.0365256903180706,-3.30973942164524
"Iowa-Polk",2007,26,18.2,572.2,0.0318070604683677,-3.44806698653326
"Iowa-Polk",2008,53,5.6,572.2,0.00978678783642083,-4.62672198287491
"Iowa-Polk",2009,65,208.7,572.2,0.364732610975183,-1.00859076653286
"Iowa-Polk",2010,63,17.1,572.2,0.029884655714785,-3.5104101171074
"Iowa-Polk",2012,27,40,572.2,0.0699056274030059,-2.66060912650207
"Iowa-Pottawattamie",1992,97,105.5,951.26,0.110905535815655,-2.19907646868809
"Iowa-Pottawattamie",1993,73,231.6,951.26,0.243466560141286,-1.41277567590538
"Iowa-Pottawattamie",1994,26,279.5,951.26,0.293820827113513,-1.22478512900906
"Iowa-Pottawattamie",1995,20,369.4,951.26,0.388327060950739,-0.945907353839075
"Iowa-Pottawattamie",1996,75,219.3,951.26,0.230536341273679,-1.46734676618037
"Iowa-Pottawattamie",1997,52,297.9,951.26,0.313163593549608,-1.16102956188498
"Iowa-Pottawattamie",1998,54,247.5,951.26,0.260181233311608,-1.34637683959547
"Iowa-Pottawattamie",1999,72,13.9,951.26,0.0146121985577024,-4.22589858146757
"Iowa-Pottawattamie",2000,90,38.3,951.26,0.0402623888316549,-3.21233752541761
"Iowa-Pottawattamie",2001,1,16.8,951.26,0.017660786746,-4.036408535195
"Iowa-Pottawattamie",2002,57,356.4,951.26,0.374660975968715,-0.98173372600756
"Iowa-Pottawattamie",2003,7,143.9,951.26,0.151273048377941,-1.88866880771089
"Iowa-Pottawattamie",2004,21,48,951.26,0.0504593907028573,-2.98658641069632
"Iowa-Pottawattamie",2005,13,236.9,951.26,0.249038117864727,-1.39014931043947
"Iowa-Pottawattamie",2007,59,180.8,951.26,0.190063704980762,-1.66039597364614
"Iowa-Pottawattamie",2008,48,321.3,951.26,0.337762546517251,-1.0854121554824
"Iowa-Pottawattamie",2009,83,428.4,951.26,0.450350062023001,-0.797730083030621
"Iowa-Pottawattamie",2011,57,47.1,951.26,0.0495132771271787,-3.00551442058184
"Iowa-Pottawattamie",2012,81,43.3,951.26,0.0455185753632025,-3.08963478659577
"Iowa-Poweshiek",1992,26,65.6,584.92,0.112152089174588,-2.18789938979363
"Iowa-Poweshiek",1993,81,196.2,584.92,0.335430486220338,-1.09234053861242
"Iowa-Poweshiek",1994,21,370.5,584.92,0.633419954865623,-0.456621641007536
"Iowa-Poweshiek",1995,99,68.8,584.92,0.117622922792861,-2.14027134080438
"Iowa-Poweshiek",1997,21,97.5,584.92,0.166689461806743,-1.79162270773988
"Iowa-Poweshiek",1998,60,37.6,584.92,0.0642822950147029,-2.74447103534783
"Iowa-Poweshiek",1999,87,83.8,584.92,0.143267455378513,-1.94304207825564
"Iowa-Poweshiek",2000,88,22.4,584.92,0.0382958353279081,-3.26241412688268
"Iowa-Poweshiek",2001,76,10.6,584.92,0.0181221363605279,-4.01062108462566
"Iowa-Poweshiek",2002,7,126.6,584.92,0.216439855022909,-1.5304425760336
"Iowa-Poweshiek",2003,8,309.8,584.92,0.529645079669015,-0.635548157760909
"Iowa-Poweshiek",2004,52,292,584.92,0.499213567667373,-0.694721283475397
"Iowa-Poweshiek",2005,86,14.2,584.92,0.0242768241810846,-3.71823312113646
"Iowa-Poweshiek",2006,96,64.9,584.92,0.110955344320591,-2.19862746203363
"Iowa-Poweshiek",2007,63,59.2,584.92,0.101210421938043,-2.29055354385372
"Iowa-Poweshiek",2008,35,19,584.92,0.0324830746084935,-3.42703610657724
"Iowa-Poweshiek",2010,52,53.4,584.92,0.0912945360049238,-2.39366433977753
"Iowa-Poweshiek",2011,9,2.1,584.92,0.00359023456199138,-5.6295377410143
"Iowa-Poweshiek",2012,84,114.1,584.92,0.195069411201532,-1.63439982887565
"Iowa-Scott",1992,86,13.3,458.09,0.0290335960182497,-3.53930163613181
"Iowa-Scott",1993,42,31.7,458.09,0.0692003754720688,-2.67074899047629
"Iowa-Scott",1994,2,36.1,458.09,0.0788054749066777,-2.54077280602069
"Iowa-Scott",1995,22,59,458.09,0.128795651509529,-2.0495282274538
"Iowa-Scott",1996,59,12.6,458.09,0.0275055120172892,-3.59336885740209
"Iowa-Scott",1997,16,18.5,458.09,0.0403850771682421,-3.20929493927524
"Iowa-Scott",1998,63,4.2,458.09,0.00916850400576306,-4.6919811460702
"Iowa-Scott",1999,25,2.1,458.09,0.00458425200288153,-5.38512832663014
"Iowa-Scott",2000,27,3.3,458.09,0.00720382457595669,-4.93314320288709
"Iowa-Scott",2001,37,3.8,458.09,0.00829531314807134,-4.79206460462718
"Iowa-Scott",2002,89,52,458.09,0.113514811499924,-2.17582195277809
"Iowa-Scott",2003,6,65.8,458.09,0.143639896090288,-1.94044583302825
"Iowa-Scott",2004,45,66.6,458.09,0.145386277805671,-1.92836109381318
"Iowa-Scott",2005,84,1.5,458.09,0.00327446571634395,-5.72160056325136
"Iowa-Scott",2006,37,9.3,458.09,0.0203016874413325,-3.89705127120031
"Iowa-Scott",2007,60,10.8,458.09,0.0235761531576764,-3.74751953722935
"Iowa-Scott",2008,16,149.6,458.09,0.326573380776703,-1.11910060581914
"Iowa-Scott",2009,100,44.1,458.09,0.0962692920605121,-2.34060588890672
"Iowa-Scott",2010,1,88.1,458.09,0.192320286406601,-1.64859313841739
"Iowa-Scott",2011,44,55.5,458.09,0.121155231504726,-2.11068265060713
"Iowa-Scott",2012,30,10.2,458.09,0.0222663668711389,-3.80467795106929
"Iowa-Sioux",1992,91,366.5,767.91,0.47726947168288,-0.739674017453973
"Iowa-Sioux",1995,80,87.4,767.91,0.113815421077991,-2.17317725611919
"Iowa-Sioux",1997,8,73.9,767.91,0.0962352359000404,-2.34095971082652
"Iowa-Sioux",1998,73,45.8,767.91,0.0596424060111211,-2.81938844766054
"Iowa-Sioux",1999,15,149.5,767.91,0.194684272896563,-1.63637614594994
"Iowa-Sioux",2000,57,136.6,767.91,0.177885429282077,-1.72661559164399
"Iowa-Sioux",2001,76,6.4,767.91,0.00833431001028766,-4.78737454841505
"Iowa-Sioux",2002,91,83.7,767.91,0.108997148103293,-2.21643356128525
"Iowa-Sioux",2003,10,572,767.91,0.74487895716946,-0.294533547400883
"Iowa-Sioux",2004,20,159,767.91,0.207055514318084,-1.57476833656045
"Iowa-Sioux",2005,93,71.1,767.91,0.0925889752705395,-2.37958520197149
"Iowa-Sioux",2006,70,29.9,767.91,0.0389368545793127,-3.24581405838404
"Iowa-Sioux",2007,69,43.3,767.91,0.0563868161633525,-2.87551990377224
"Iowa-Sioux",2008,85,73,767.91,0.0950632235548437,-2.35321309763229
"Iowa-Sioux",2009,4,64.5,767.91,0.0839942180724304,-2.47700731497895
"Iowa-Sioux",2010,53,51.1,767.91,0.0665442564883906,-2.70988804157102
"Iowa-Sioux",2011,100,18.7,767.91,0.0243518120613093,-3.71514901492014
"Iowa-Sioux",2012,92,58.6,767.91,0.0763110260316964,-2.57293784219771
"Iowa-Story",1992,26,18.5,572.54,0.0323121528626821,-3.43231186989902
"Iowa-Story",1993,60,57,572.54,0.0995563628742097,-2.30703133414875
"Iowa-Story",1994,84,114.8,572.54,0.200510008034373,-1.60689111809784
"Iowa-Story",1995,67,23.9,572.54,0.0417438082928704,-3.17620414304584
"Iowa-Story",1996,17,342.2,572.54,0.597687497816746,-0.514687240525211
"Iowa-Story",1997,55,33.4,572.54,0.058336535438572,-2.84152670200065
"Iowa-Story",1998,72,14.6,572.54,0.0255004017186572,-3.66906107326901
"Iowa-Story",1999,68,34.8,572.54,0.0607817794389912,-2.80046521520287
"Iowa-Story",2000,65,9.9,572.54,0.0172913682886785,-4.05754784484276
"Iowa-Story",2001,41,4.9,572.54,0.00855835400146715,-4.76084739686672
"Iowa-Story",2002,58,61.9,572.54,0.108114716875677,-2.22456242229275
"Iowa-Story",2003,40,138.1,572.54,0.241205854612778,-1.42210454156806
"Iowa-Story",2004,84,118.1,572.54,0.206273797463933,-1.57855087877998
"Iowa-Story",2005,42,5.2,572.54,0.00908233485869983,-4.70142397639592
"Iowa-Story",2006,15,21.2,572.54,0.0370279805777762,-3.29608142030534
"Iowa-Story",2007,21,17.2,572.54,0.0300415691480071,-3.5051732181639
"Iowa-Story",2008,23,6.9,572.54,0.0120515597163517,-4.41856119038009
"Iowa-Story",2009,8,252.8,572.54,0.441541202361407,-0.817483939710601
"Iowa-Story",2010,23,20.5,572.54,0.0358053585775666,-3.32965771583894
"Iowa-Story",2012,85,46.5,572.54,0.0812170328710658,-2.51063028938999
"Iowa-Tama",1992,62,51.3,721.01,0.0711501920916492,-2.64296225463756
"Iowa-Tama",1993,34,163.1,721.01,0.226210454778713,-1.48628949718732
"Iowa-Tama",1994,69,331.8,721.01,0.460187792124936,-0.776120629057942
"Iowa-Tama",1995,75,55.6,721.01,0.077114048348844,-2.56246980555775
"Iowa-Tama",1997,30,85.6,721.01,0.118722347817645,-2.13096772366659
"Iowa-Tama",1998,19,31.2,721.01,0.0432726314475527,-3.14023491199885
"Iowa-Tama",1999,55,72,721.01,0.0998599187251217,-2.30398688779823
"Iowa-Tama",2000,18,19.9,721.01,0.0276001719809711,-3.58993327508384
"Iowa-Tama",2001,95,9.7,721.01,0.0134533501615789,-4.30852712130495
"Iowa-Tama",2002,10,118.4,721.01,0.1642140885702,-1.80658428436438
"Iowa-Tama",2003,89,296.4,721.01,0.411089998751751,-0.888943113392355
"Iowa-Tama",2004,79,285.4,721.01,0.395833622279857,-0.926761301771552
"Iowa-Tama",2005,68,14.2,721.01,0.019694595081899,-3.92741104220707
"Iowa-Tama",2006,70,66,721.01,0.0915382588313616,-2.39099826478786
"Iowa-Tama",2007,45,61.2,721.01,0.0848809309163535,-2.46650581729601
"Iowa-Tama",2008,98,19.6,721.01,0.0271840889862831,-3.60512344057782
"Iowa-Tama",2010,40,54.1,721.01,0.0750336333754039,-2.58981882096185
"Iowa-Tama",2011,99,2.1,721.01,0.00291258096281605,-5.83871566208491
"Iowa-Tama",2012,35,112.8,721.01,0.156447206002691,-1.85503666775033
"Iowa-Wapello",1992,36,99.8,431.84,0.231104112634309,-1.46488696595228
"Iowa-Wapello",1993,60,112.6,431.84,0.260744720266765,-1.34421343356411
"Iowa-Wapello",1994,74,238.9,431.84,0.553214153390145,-0.59201009493793
"Iowa-Wapello",1995,67,147.3,431.84,0.341098555020378,-1.07558382580111
"Iowa-Wapello",1996,54,67.9,431.84,0.157234160800296,-1.85001911470505
"Iowa-Wapello",1997,51,91.4,431.84,0.211652463875509,-1.55280967080959
"Iowa-Wapello",1998,64,6.5,431.84,0.0150518710633568,-4.1962529723681
"Iowa-Wapello",1999,18,137.3,431.84,0.317941830307521,-1.14588683649577
"Iowa-Wapello",2000,64,2.6,431.84,0.00602074842534272,-5.11254370424226
"Iowa-Wapello",2001,93,23.6,431.84,0.0546498703223416,-2.90680843723813
"Iowa-Wapello",2002,94,29.6,431.84,0.0685439051500556,-2.68028078793968
"Iowa-Wapello",2003,13,45.4,431.84,0.105131530196369,-2.25254304422239
"Iowa-Wapello",2004,18,230,431.84,0.532604668395702,-0.629975840346499
"Iowa-Wapello",2005,81,3.7,431.84,0.00856798814375695,-4.75972232961952
"Iowa-Wapello",2006,40,14.3,431.84,0.033114116339385,-3.40779561200383
"Iowa-Wapello",2007,29,23.9,431.84,0.0553445720637273,-2.89417669033223
"Iowa-Wapello",2008,4,27.5,431.84,0.0636809929603557,-2.75386914459717
"Iowa-Wapello",2009,75,375,431.84,0.868377176732123,-0.141129123299284
"Iowa-Wapello",2010,21,45.7,431.84,0.105826231937755,-2.24595685136953
"Iowa-Wapello",2011,72,105.7,431.84,0.244766580214894,-1.4074502563935
"Iowa-Wapello",2012,95,31.9,431.84,0.0738699518340126,-2.6054491394789
"Iowa-Warren",1992,20,182.3,569.83,0.319919976133233,-1.13968438904587
"Iowa-Warren",1993,23,209,569.83,0.366776056016707,-1.00300381876568
"Iowa-Warren",1995,79,490.2,569.83,0.860256567748276,-0.15052459963648
"Iowa-Warren",1996,44,390,569.83,0.684414649983328,-0.379191331606801
"Iowa-Warren",1998,79,1.7,569.83,0.00298334591018374,-5.81470981966832
"Iowa-Warren",2000,24,112.5,569.83,0.197427302879806,-1.62238484908602
"Iowa-Warren",2001,22,251,569.83,0.440482249091834,-0.81988513159871
"Iowa-Warren",2002,14,291.4,569.83,0.511380587192671,-0.670641176969389
"Iowa-Warren",2004,13,237.3,569.83,0.416439990874471,-0.876012907288776
"Iowa-Warren",2005,90,14.2,569.83,0.0249197128968289,-3.69209610612328
"Iowa-Warren",2006,16,489.8,569.83,0.859554604004703,-0.151340926212425
"Iowa-Warren",2007,30,42.1,569.83,0.0738816840110208,-2.60529033004216
"Iowa-Warren",2010,98,96.9,569.83,0.170050716880473,-1.77165855183377
"Iowa-Warren",2012,40,70.7,569.83,0.124072091676465,-2.08689249782796
"Iowa-Webster",1992,59,20.4,715.7,0.0285035629453682,-3.55772618389438
"Iowa-Webster",1993,16,64.1,715.7,0.0895626659214755,-2.41281672081793
"Iowa-Webster",1994,91,118.1,715.7,0.165013273718038,-1.80172936154124
"Iowa-Webster",1995,85,21.9,715.7,0.0305994131619394,-3.4867744479221
"Iowa-Webster",1996,26,263,715.7,0.367472404638815,-1.00110705256679
"Iowa-Webster",1997,99,26.5,715.7,0.0370266871594243,-3.29611635175238
"Iowa-Webster",1998,19,8.8,715.7,0.0122956546038843,-4.39850936326039
"Iowa-Webster",1999,43,20.4,715.7,0.0285035629453682,-3.55772618389438
"Iowa-Webster",2000,41,5.6,715.7,0.00782450747519911,-4.85049448700345
"Iowa-Webster",2001,97,2.8,715.7,0.00391225373759955,-5.54364166756339
"Iowa-Webster",2002,81,33.8,715.7,0.0472264915467375,-3.05280028225558
"Iowa-Webster",2003,27,83.8,715.7,0.117088165432444,-2.14482807725651
"Iowa-Webster",2004,25,79.9,715.7,0.111638954869359,-2.19248523197232
"Iowa-Webster",2005,10,3.9,715.7,0.00544921056308509,-5.21228453160895
"Iowa-Webster",2006,99,18.1,715.7,0.0252899259466257,-3.67734914647277
"Iowa-Webster",2007,52,16.7,715.7,0.0233337990778259,-3.75785236532184
"Iowa-Webster",2008,57,9.1,715.7,0.0127148246471985,-4.36498667122175
"Iowa-Webster",2009,38,301.9,715.7,0.421824786921895,-0.863165248031758
"Iowa-Webster",2010,53,21.8,715.7,0.0304596898141679,-3.49135111494951
"Iowa-Webster",2012,77,36.5,715.7,0.0509990219365656,-2.97594882415611
"Iowa-Woodbury",1992,39,362.6,872.89,0.415401711555866,-0.878509247288946
"Iowa-Woodbury",1995,73,366.2,872.89,0.419525942558627,-0.868629913369286
"Iowa-Woodbury",1996,36,366,872.89,0.419296818614029,-0.86917621220833
"Iowa-Woodbury",1997,30,291.6,872.89,0.334062711223636,-1.09642654547519
"Iowa-Woodbury",1998,98,76.9,872.89,0.0880981566978657,-2.4293036690981
"Iowa-Woodbury",1999,50,108.3,872.89,0.124070615999725,-2.08690439160275
"Iowa-Woodbury",2000,85,65.7,872.89,0.0752672158003872,-2.58671062011913
"Iowa-Woodbury",2001,80,60.5,872.89,0.0693099932408436,-2.6691661805729
"Iowa-Woodbury",2002,78,40.1,872.89,0.045939350891865,-3.08043321129717
"Iowa-Woodbury",2003,37,32.7,872.89,0.0374617649417452,-3.28443446770649
"Iowa-Woodbury",2004,14,260.3,872.89,0.298204813894076,-1.20997473360918
"Iowa-Woodbury",2005,39,31.9,872.89,0.0365452691633539,-3.3092035358189
"Iowa-Woodbury",2007,42,54.6,872.89,0.0625508368752076,-2.77177566285884
"Iowa-Woodbury",2009,85,703,872.89,0.805370665261373,-0.216452653799031
"Iowa-Woodbury",2010,22,104,872.89,0.119144451190872,-2.12741864646832
"Iowa-Woodbury",2011,64,6.8,872.89,0.00779021411632623,-4.85488693342763
"Iowa-Woodbury",2012,23,13.1,872.89,0.0150076183711579,-4.19919731540259
"Iowa-Wright",1992,49,16.5,580.41,0.0284281800795989,-3.56037436945197
"Iowa-Wright",1993,56,29.1,580.41,0.0501369721403835,-2.99299657618106
"Iowa-Wright",1994,91,15.9,580.41,0.0273944280767044,-3.59741564113232
"Iowa-Wright",1995,68,11.3,580.41,0.0194689960545132,-3.93893202464021
"Iowa-Wright",1996,91,167.1,580.41,0.28789993280612,-1.24514231475716
"Iowa-Wright",1997,94,7.1,580.41,0.0122327320342516,-4.40363996631124
"Iowa-Wright",1998,21,3.2,580.41,0.00551334401543736,-5.20058394055282
"Iowa-Wright",2000,94,12.7,580.41,0.021881084061267,-3.82213275689396
"Iowa-Wright",2002,4,11.6,580.41,0.0199858720559604,-3.91272965224619
"Iowa-Wright",2003,82,52.5,580.41,0.0904533002532692,-2.40292158076093
"Iowa-Wright",2004,63,24.3,580.41,0.0418669561172275,-3.173258400012
"Iowa-Wright",2005,91,16.6,580.41,0.0286004720800813,-3.55433205499601
"Iowa-Wright",2006,73,7.5,580.41,0.0129219000361813,-4.34883172981624
"Iowa-Wright",2007,5,18,580.41,0.0310125600868352,-3.47336299246234
"Iowa-Wright",2008,70,1.3,580.41,0.00223979600627143,-6.10137048589101
"Iowa-Wright",2009,31,34.8,580.41,0.0599576161678813,-2.81411736357808
"Iowa-Wright",2010,79,11.6,580.41,0.0199858720559604,-3.91272965224619
"Iowa-Wright",2012,62,9.4,580.41,0.0161954480453473,-4.12302506108254
"New Mexico-Bernalillo",1992,95,40.1,1161.24,0.0345320519444732,-3.36586734436833
